$PLANT NITROGEN ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   1        : 1                         CSCER048 TUDU1501    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         CSCER048
  
@YEAR DOY   DAS   DAP TMEAN  GSTD  NUAC  TNAD SDNAD  RNAD  CNAD  LNAD  SNAD  HNAD   HIND  RSNAD  SNNPD SNN0D SNN1D  RN%D  LN%D  SN%D   HN%D  SDN%D   VN%D LN%RD SN%RD RN%RD  VCN%  VMN% NUPRD NDEMD
   15 156    79    79  21.8 38.12  60.3  61.3  0.00 11.71  49.6  31.8   2.1   0.0   0.00   0.10   0.00 0.823 0.137 1.773 3.514 0.636   0.00   0.00   1.13  0.84  0.77  0.97   3.5  0.63  0.22  4.73
   15 157    80    80  21.8 39.09  61.2  62.2  0.00 12.04  50.2  32.1   2.1   0.0   0.00   0.09   0.00 0.845 0.147 1.759 3.341 0.588   0.00   0.00   1.09  0.82  0.72  0.96   3.4  0.62  0.18  4.80
   15 158    81    81  21.5 40.04  64.1  65.1  0.00 12.28  52.8  33.8   2.2   0.0   0.00   0.09   0.00 0.866 0.157 1.749 3.226 0.576   0.00   0.00   1.11  0.81  0.72  0.96   3.4  0.62  0.45  6.48
   15 159    82    82  16.1 40.71  64.9  65.9  0.00 12.49  53.4  33.9   2.5   0.0   0.00   0.27   0.07 0.866 0.164 1.740 3.252 0.579   0.00   0.00   1.10  0.83  0.74  0.96   3.2  0.61  0.66  1.27
   15 160    83    83  12.3 41.23  65.6  66.6  0.00 12.66  53.9  34.0   2.8   0.0   0.00   0.21   0.12 0.866 0.170 1.745 3.287 0.601   0.00   0.00   1.09  0.84  0.77  0.96   3.2  0.61  2.00  0.70
   15 161    84    84  14.7 41.84  66.6  67.6  0.00 12.95  54.6  34.1   3.2   0.0   0.00   0.25   0.18 0.866 0.178 1.750 3.317 0.626   0.00   0.00   1.08  0.86  0.82  0.97   3.1  0.60  2.00  0.98
   15 162    85    85  18.3 42.60  67.5  68.5  0.00 13.25  55.2  34.1   3.7   0.0   0.00   0.32   0.26 0.866 0.187 1.755 3.343 0.646   0.00   0.00   1.06  0.89  0.86  0.97   2.9  0.60  2.00  0.92
   15 163    86    86  20.9 43.47  68.6  69.5  0.00 13.65  55.9  34.0   4.3   0.0   0.00   0.37   0.35 0.866 0.197 1.759 3.364 0.663   0.00   0.00   1.03  0.91  0.91  0.98   2.8  0.59  2.00  1.06
   15 164    87    87  20.1 44.31  69.3  70.3  0.00 13.98  56.3  33.9   4.9   0.0   0.00   0.36   0.43 0.866 0.208 1.763 3.380 0.673   0.00   0.00   1.01  0.94  0.94  0.98   2.7  0.58  2.00  0.75
   15 165    88    88  20.1 45.15  69.9  70.9  0.00 14.28  56.6  33.7   5.4   0.0   0.00   0.36   0.51 0.866 0.219 1.766 3.392 0.678   0.00   0.00   0.98  0.96  0.97  0.98   2.5  0.57  2.00  0.63
   15 166    89    89  15.1 45.78  70.1  71.1  0.00 14.44  56.6  33.6   5.7   0.0   0.00   0.27   0.57 0.866 0.227 1.768 3.399 0.680   0.00   0.00   0.97  0.98  0.99  0.99   2.5  0.57  2.00  0.21
   15 167    90    90  15.2 46.41  70.6  71.6  0.00 14.69  56.9  33.4   6.1   0.0   0.00   0.28   0.63 0.866 0.235 1.769 3.403 0.672   0.00   0.00   0.94  0.99  1.00  0.99   2.4  0.56  2.00  0.50
   15 168    91    91  14.8 47.03  71.1  72.0  0.00 14.96  57.0  33.2   6.6   0.0   0.00   0.27   0.69 0.866 0.243 1.771 3.368 0.659   0.00   0.00   0.92  1.00  1.00  0.99   2.3  0.55  2.00  0.45
   15 169    92    92  13.2 47.58  71.1  72.0  0.00 15.20  56.8  32.6   6.9   0.0   0.00   0.45   0.75 0.866 0.251 1.772 3.318 0.648   0.00   0.00   0.89  1.00  1.00  0.99   2.2  0.55  2.00  0.00
   15 170    93    93  13.2 48.13  71.1  72.0  0.00 15.38  56.6  32.0   7.1   0.0   0.00   0.98   0.80 0.866 0.259 1.773 3.269 0.637   0.00   0.00   0.87  1.00  1.00  1.00   2.1  0.54  2.00  0.00
   15 171    94    94  12.2 48.64  71.1  72.0  0.00 15.57  56.4  31.3   7.4   0.0   0.00   1.45   0.85 0.866 0.266 1.774 3.223 0.627   0.00   0.00   0.85  1.00  1.00  1.00   2.1  0.54  2.00  0.00
   15 172    95    95  13.6 49.20  71.1  72.0  0.00 15.79  56.2  30.7   7.7   0.0   0.00   1.78   0.90 0.866 0.274 1.774 3.172 0.616   0.00   0.00   0.82  1.00  1.00  1.00   2.0  0.53  2.00  0.00
   15 173    96    96  16.2 49.88  71.1  72.0  0.00 16.00  56.0  30.0   8.0   0.0   0.00   2.24   0.96 0.866 0.283 1.771 3.111 0.602   0.00   0.00   0.80  1.00  1.00  1.00   1.9  0.53  2.00  0.00
   15 174    97    97  13.1 51.70  71.1  72.0  0.00 16.16  55.8  29.2   8.2   0.0   0.00   2.93   1.02 0.866 0.291 1.768 3.083 0.596   0.00   0.00   0.78  1.00  1.00  1.00   1.9  0.52  2.00  0.00
   15 175    98    98  13.9 54.02  71.1  71.9  0.00 16.36  55.6  28.8   8.7   0.0   0.00   2.89   1.06 0.866 0.299 1.766 3.060 0.590   0.00   0.00   0.75  1.00  1.00  1.00   1.8  0.52  2.00  0.00
   15 176    99    99  13.8 56.33  71.1  71.9  0.00 16.56  55.4  28.4   9.2   0.0   0.00   2.71   1.11 0.866 0.308 1.764 3.037 0.584   0.00   0.00   0.72  1.00  1.00  1.00   1.7  0.52  2.00  0.00
   15 177   100   100  16.5 59.08  71.1  71.9  0.00 16.73  55.2  28.0   9.7   0.0   0.00   2.57   1.17 0.866 0.318 1.761 3.009 0.577   0.00   0.00   0.70  1.00  1.00  1.00   1.7  0.51  2.00  0.00
   15 178   101   101  18.4 65.34  71.1  71.9  0.00 16.82  55.1  27.5  10.0   0.0   0.00   2.76   1.24 0.866 0.330 1.758 2.979 0.570   0.00   0.00   0.68  1.00  1.00  1.00   1.6  0.51  2.00  0.00
   15 179   102   102  17.9 70.43  71.1  71.9  0.00 16.88  55.0  27.0  10.4   0.0   0.00   3.02   1.30 0.866 0.341 1.755 2.949 0.562   0.00   0.00   0.66  1.00  1.00  1.00   1.6  0.50  2.00  0.00
   15 180   103   103  18.9 71.64  71.1  71.9  0.00 16.92  55.0  26.5  10.8   0.1   0.00   3.09   1.36 0.866 0.353 1.752 2.917 0.554   2.00   0.00   0.64  1.00  1.00  1.00   1.5  0.50  2.00  0.00
   15 181   104   104  20.6 72.96  71.1  71.9  0.00 16.93  54.9  26.0  10.6   0.8   0.01   3.31   1.44 0.866 0.366 1.748 2.883 0.546   2.00   0.00   0.62  1.00  1.00  1.00   1.5  0.50  2.00  0.00
   15 182   105   105  21.0 74.31  71.1  71.9  0.00 16.94  54.9  25.5  10.4   1.9   0.03   3.07   1.51 0.866 0.379 1.745 2.848 0.537   2.00   0.00   0.59  1.00  1.00  1.00   1.5  0.49  2.00  0.00
   15 183   106   106  22.2 75.73  71.1  71.9  0.00 16.94  54.9  24.9  10.3   3.6   0.07   2.24   1.59 0.866 0.393 1.741 2.811 0.528   2.00   0.00   0.56  1.00  1.00  1.00   1.5  0.49  2.00  0.00
   15 184   107   107  23.0 77.21  71.1  71.8  0.00 16.94  54.9  24.3  10.1   6.0   0.11   0.79   1.67 0.866 0.408 1.737 2.773 0.518   2.00   0.00   0.52  1.00  1.00  1.00   1.4  0.49  2.00  0.00
   15 185   108   108  24.6 78.78  72.8  73.6  0.00 16.94  56.6  23.7   9.9   9.2   0.16   0.31   1.75 0.866 0.423 1.733 2.732 0.508   2.00   0.00   0.50  1.00  1.00  1.00   1.4  0.48  1.13  1.75
   15 186   109   109  25.5 80.09  74.2  74.9  0.00 16.02  58.9  22.7   9.7  13.3   0.23   0.32   1.84 0.866 0.439 1.641 2.676 0.499   2.00   0.00   0.48  1.00  1.00  0.95   1.4  0.48  0.45  3.03
   15 187   110   110  23.2 80.42  75.2  75.9  0.00 15.32  60.5  21.2   9.4  17.5   0.29   0.09   1.87 0.866 0.454 1.568 2.513 0.491   2.00   0.00   0.46  0.95  0.99  0.91   1.4  0.48  0.24  3.92
   15 188   111   111  25.1 80.78  75.9  76.6  0.00 14.76  61.9  18.7   9.2  22.2   0.36   0.57   2.05 0.866 0.470 1.510 2.270 0.480   2.00   0.00   0.43  0.87  0.97  0.87   1.3  0.48  0.16  4.72
   15 189   112   112  17.4 81.03  78.9  79.6  0.00 14.89  64.7  18.8   9.2  25.4   0.39   0.05   2.07 0.866 0.481 1.521 2.287 0.480   2.00   0.00   0.42  0.89  0.98  0.88   1.3  0.48  1.71  2.99
   15 190   113   113  13.9 81.23  81.4  82.1  0.00 15.02  67.1  18.9   9.2  27.6   0.41   0.04   2.08 0.866 0.489 1.532 2.301 0.481   2.00   0.00   0.42  0.90  0.99  0.89   1.3  0.48  2.00  2.49
   15 191   114   114  14.9 81.44  84.2  84.9  0.00 15.15  69.7  18.9   9.2  30.1   0.43   0.05   2.10 0.866 0.499 1.542 2.314 0.481   2.00   0.00   0.42  0.92  0.99  0.90   1.3  0.48  1.32  2.79
   15 192   115   115  18.3 81.70  84.9  85.6  0.00 14.63  71.0  17.2   9.1  33.5   0.47   0.48   2.26 0.866 0.510 1.489 2.151 0.473   2.00   0.00   0.40  0.86  0.98  0.87   1.3  0.48  0.21  3.57
   15 193   116   116  20.5 82.00  85.5  86.2  0.00 14.22  71.9  15.4   8.9  37.3   0.52   0.43   2.43 0.866 0.523 1.447 1.968 0.465   2.00   0.00   0.37  0.80  0.97  0.84   1.2  0.48  0.16  3.64
   15 194   117   117  18.4 82.26  86.0  86.6  0.00 13.89  72.8  14.0   8.7  40.6   0.56   0.05   2.45 0.866 0.535 1.413 1.797 0.457   2.00   0.00   0.35  0.74  0.96  0.82   1.2  0.48  0.14  3.41
   15 195   118   118  20.6 82.55  86.4  87.1  0.00 13.62  73.4  11.8   8.5  44.3   0.60   0.32   2.61 0.866 0.548 1.386 1.557 0.445   1.99   0.00   0.32  0.65  0.94  0.81   1.2  0.47  0.10  4.29
   15 196   119   119  21.7 82.86  86.8  87.4  0.00 13.40  74.0  10.1   8.3  47.5   0.64   0.25   2.77 0.866 0.562 1.365 1.366 0.436   1.96   0.00   0.30  0.58  0.93  0.80   1.2  0.47  0.08  4.33
   15 197   120   120  22.4 83.18  87.1  87.7  0.00 13.22  74.5   8.8   8.2  50.0   0.67   0.20   2.93 0.866 0.576 1.348 1.213 0.429   1.90   0.00   0.28  0.52  0.92  0.79   1.1  0.47  0.07  4.61
   15 198   121   121  24.6 83.53  87.4  88.0  0.00 13.08  74.9   7.6   8.1  52.0   0.69   0.29   3.21 0.866 0.591 1.334 1.090 0.423   1.82   0.00   0.27  0.48  0.91  0.78   1.1  0.47  0.05  5.12
   15 199   122   122  22.0 83.85  87.6  88.2  0.00 12.95  75.2   6.6   8.0  53.7   0.71   0.22   3.49 0.866 0.605 1.323 0.992 0.419   1.76   0.00   0.26  0.44  0.91  0.77   1.1  0.47  0.05  4.56
   15 200   123   123  22.4 84.17  87.8  88.4  0.00 12.85  75.5   5.8   7.9  55.0   0.73   0.17   3.75 0.866 0.619 1.314 0.914 0.415   1.69   0.00   0.25  0.42  0.91  0.77   1.0  0.47  0.05  4.72
   15 201   124   124  23.3 84.50  88.0  88.6  0.00 12.77  75.8   5.2   7.9  56.1   0.74   0.13   4.00 0.866 0.633 1.306 0.851 0.412   1.61   0.00   0.25  0.39  0.91  0.77   1.0  0.46  0.04  4.94
   15 202   125   125  24.2 84.85  88.2  88.7  0.00 12.70  76.0   4.6   7.8  56.9   0.75   0.10   4.24 0.866 0.649 1.300 0.801 0.410   1.54   0.00   0.25  0.38  0.91  0.76   1.0  0.46  0.03  5.13
   15 203   126   126  25.0 85.20  88.4  88.9  0.00 12.63  76.2   4.2   7.8  57.6   0.76   0.08   4.48 0.866 0.664 1.295 0.761 0.408   1.47   0.00   0.25  0.37  0.91  0.76   0.9  0.46  0.03  5.27
   15 204   127   127  21.4 85.51  88.5  89.0  0.00 12.58  76.4   3.8   7.8  58.2   0.76   0.06   4.70 0.866 0.677 1.291 0.728 0.406   1.41   0.00   0.25  0.36  0.91  0.76   0.9  0.46  0.03  4.62
   15 205   128   128  22.0 85.82  88.7  89.1  0.00 12.53  76.6   3.5   7.7  58.6   0.77   0.05   4.91 0.866 0.691 1.287 0.703 0.405   1.35   0.00   0.25  0.35  0.92  0.76   0.9  0.46  0.03  4.71
   15 206   129   129  18.8 86.09  88.8  89.3  0.00 12.49  76.8   3.3   7.7  59.0   0.77   0.03   5.11 0.866 0.703 1.284 0.682 0.404   1.31   0.00   0.26  0.35  0.92  0.76   0.9  0.45  0.03  4.12
   15 207   130   130  15.6 86.31  88.9  89.4  0.00 12.45  76.9   3.1   7.7  59.3   0.77   0.03   5.30 0.866 0.712 1.282 0.666 0.403   1.28   0.00   0.26  0.34  0.92  0.75   0.8  0.45  0.04  3.42
   15 208   131   131  18.3 86.58  89.1  89.5  0.00 12.42  77.1   2.9   7.7  59.6   0.77   0.02   5.49 0.866 0.724 1.280 0.653 0.402   1.24   0.00   0.26  0.34  0.93  0.75   0.8  0.45  0.03  4.00
   15 209   132   132  17.5 86.82  91.5  91.9  0.00 12.39  79.5   2.8   7.7  62.1   0.78   0.01   5.58 0.866 0.734 1.278 0.642 0.402   1.25   0.00   0.27  0.34  0.93  0.75   0.8  0.45  0.63  3.83
   15 210   133   133  15.0 87.04  91.8  92.2  0.00 12.37  79.8   2.6   7.7  62.5   0.78   0.01   5.75 0.866 0.744 1.276 0.634 0.402   1.23   0.00   0.27  0.34  0.93  0.75   0.8  0.45  0.10  3.19
   15 211   134   134  14.6 87.25  92.2  92.6  0.00 12.35  80.3   2.4   7.7  63.0   0.78   0.02   6.03 0.866 0.753 1.275 0.627 0.401   1.21   0.00   0.28  0.34  0.94  0.75   0.7  0.45  0.14  3.03
   15 212   135   135  16.4 87.48  92.3  92.7  0.00 12.32  80.4   2.2   7.7  63.2   0.79   0.01   6.30 0.866 0.763 1.273 0.622 0.401   1.18   0.00   0.28  0.34  0.94  0.75   0.7  0.44  0.03  3.54
   15 213   136   136  17.0 87.72  92.4  92.8  0.00 12.30  80.5   2.0   7.7  63.3   0.79   0.01   6.56 0.866 0.773 1.272 0.617 0.401   1.15   0.00   0.29  0.35  0.95  0.75   0.7  0.44  0.03  3.62
   15 214   137   137  19.0 88.00  92.5  92.9  0.00 12.28  80.6   1.8   7.7  63.5   0.79   0.01   6.83 0.866 0.785 1.271 0.614 0.401   1.11   0.00   0.30  0.35  0.95  0.75   0.7  0.44  0.02  3.96
   15 215   138   138  19.8 88.28  92.6  93.0  0.00 12.26  80.7   1.6   7.7  63.6   0.79   0.01   7.10 0.866 0.797 1.270 0.611 0.401   1.08   0.00   0.31  0.36  0.96  0.75   0.6  0.43  0.02  4.07
   15 216   139   139  21.9 88.59  92.7  93.0  0.00 12.23  80.8   1.4   7.6  63.7   0.79   0.00   7.41 0.866 0.810 1.269 0.609 0.400   1.05   0.00   0.32  0.36  0.97  0.75   0.6  0.43  0.02  4.42
   15 217   140   140  21.8 88.90  92.8  93.1  0.00 12.21  80.9   1.2   7.6  63.8   0.79   0.00   7.72 0.866 0.823 1.268 0.607 0.400   1.01   0.00   0.33  0.37  0.97  0.75   0.6  0.43  0.02  4.37
   15 218   141   141  23.4 89.24  92.8  93.2  0.00 12.19  81.0   1.0   7.5  63.9   0.79   0.00   8.03 0.866 0.838 1.267 0.605 0.400   0.98   0.00   0.34  0.38  0.98  0.75   0.5  0.42  0.02  4.64
   15 219   142   142  24.8 89.59  92.9  93.2  0.00 12.16  81.1   0.8   7.5  64.0   0.79   0.00   8.35 0.866 0.853 1.266 0.603 0.400   0.95   0.00   0.36  0.39  0.99  0.75   0.5  0.42  0.01  4.86
   15 220   143   143  25.2 89.95  93.0  93.3  0.00 12.14  81.1   0.7   7.4  64.1   0.79   0.00   8.66 0.866 0.868 1.265 0.600 0.400   0.92   0.00   0.38  0.40  1.00  0.75   0.5  0.42  0.01  4.91
   15 221   144   144  24.7 91.05  93.1  93.3  0.00 12.11  81.2   0.5   7.4  64.1   0.79   0.00   8.97 0.866 0.883 1.264 0.600 0.400   0.91   0.00   0.39  0.41  1.00  0.75   0.5  0.41  0.01  4.80

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:15:00

*RUN   8        : 8                         CSCER048 TUDU1501    8
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  8   : 8                         CSCER048
  
@YEAR DOY   DAS   DAP TMEAN  GSTD  NUAC  TNAD SDNAD  RNAD  CNAD  LNAD  SNAD  HNAD   HIND  RSNAD  SNNPD SNN0D SNN1D  RN%D  LN%D  SN%D   HN%D  SDN%D   VN%D LN%RD SN%RD RN%RD  VCN%  VMN% NUPRD NDEMD
   15  77     0     0   7.7  0.00   0.0   2.0  2.02  0.00   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0     0 0.000 0.000 0.000   0.00   1.90   0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00
   15  78     1     1   6.3  2.65   0.0   2.0  2.02  0.00   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0     0 0.000 0.000 0.000   0.00   1.90   0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00
   15  79     2     2   5.4  4.83   0.0   2.0  2.02  0.00   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0     0 0.000 0.000 0.000   0.00   1.90   0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00
   15  80     3     3   5.3  5.99   0.0   2.0  2.02  0.00   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0     0 0.000 0.000 0.000   0.00   1.90   0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00
   15  81     4     4   4.1  6.77   0.0   2.0  2.02  0.01   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0     0 1.993 0.000 0.000   0.00   1.90   0.00  0.00  0.00  1.00   0.0  0.00  0.00  0.00
   15  82     5     5   2.8  7.21   0.0   2.0  2.02  0.01   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0 .0000 1.989 0.000 0.000   0.00   1.90   0.00  0.00  0.00  1.00   0.0  0.00  0.77  0.00
   15  83     6     6   6.6  8.61   0.0   2.0  2.01  0.02   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0 .0000 1.980 0.000 0.000   0.00   1.90   0.00  0.00  0.00  1.00   0.0  0.00  0.38  0.01
   15  84     7     7   8.9 10.00   0.0   2.0  2.00  0.03   0.0   0.0   0.0   0.0   0.00   0.00   0.00     0 .0000 1.970 0.000 0.000   0.00   1.91   0.00  0.00  0.00  1.00   0.0  0.00  0.38  0.01
   15  85     8     8   6.3 10.10   0.0   2.0  1.70  0.04   0.3   0.2   0.0   0.0   0.00  -0.00   0.00     0 .0000 1.968 6.373 0.000   0.00   1.70   6.40  1.00  0.00  1.00   6.4  0.75  0.02  0.24
   15  86     9     9   6.5 10.21   0.0   2.0  1.39  0.05   0.6   0.4   0.0   0.0   0.00   0.00   0.00     0 .0000 1.967 6.364 0.011   0.00   1.47   5.83  1.00  0.01  1.00   6.4  0.75  0.03  0.25
   15  87    10    10   6.4 10.32   0.0   2.1  1.09  0.06   0.9   0.6   0.0   0.0   0.00   0.00   0.00     0 .0000 1.967 6.367 0.019   0.00   1.21   5.14  1.00  0.01  1.00   6.4  0.75  0.04  0.25
   15  88    11    11   9.5 10.48   0.0   2.1  0.41  0.08   1.6   1.1   0.0   0.0   0.00   0.00   0.00     0 .0001 1.967 6.362 0.012   0.00   0.52   5.08  1.00  0.01  1.00   6.3  0.75  0.02  0.55
   15  89    12    12   6.7 10.59   0.1   2.1  0.08  0.09   1.9   1.3   0.0   0.0   0.00   0.00   0.00     0 .0001 1.965 6.358 0.012   0.00   0.11   4.64  1.00  0.01  1.00   6.3  0.75  0.05  0.28
   15  90    13    13   7.8 10.72   0.1   2.1  0.00  0.12   2.0   1.3   0.0   0.0   0.00   0.00   0.00     0 .0001 1.940 5.782 0.042   0.00   0.00   3.78  0.91  0.02  0.99   6.3  0.75  0.14  0.31
   15  91    14    14   3.3 10.77   0.2   2.2  0.00  0.14   2.0   1.4   0.0   0.0   0.00   0.00   0.00     0 .0001 1.882 5.712 0.141   0.00   0.00   3.50  0.90  0.07  0.96   6.3  0.75  0.55  0.10
   15  92    15    15   3.1 10.82   0.2   2.2  0.00  0.15   2.1   1.4   0.0   0.0   0.00   0.00   0.00     0 .0001 1.840 5.686 0.250   0.00   0.00   3.31  0.90  0.13  0.94   6.3  0.75  0.65  0.09
   15  93    16    16   4.2 10.89   0.3   2.3  0.00  0.17   2.1   1.4   0.0   0.0   0.00   0.00   0.00     0 .0002 1.780 5.532 0.309   0.00   0.00   2.95  0.87  0.16  0.91   6.3  0.75  0.41  0.16
   15  94    17    17   3.6 10.95   0.4   2.4  0.00  0.18   2.2   1.5   0.0   0.0   0.00   0.00   0.00     0 .0002 1.756 5.511 0.418   0.00   0.00   2.84  0.87  0.21  0.89   6.3  0.75  0.66  0.11
   15  95    18    18   2.5 10.99   0.4   2.5  0.00  0.20   2.3   1.5   0.0   0.0   0.00   0.00   0.00     0 .0002 1.782 5.564 0.537   0.00   0.00   2.74  0.88  0.28  0.91   6.3  0.75  1.07  0.07
   15  96    19    19   1.9 11.03   0.5   2.5  0.00  0.21   2.3   1.5   0.0   0.0   0.00   0.00   0.00     0 .0002 1.802 5.610 0.634   0.00   0.00   2.67  0.89  0.33  0.92   6.3  0.75  1.57  0.06
   15  97    20    20   2.9 11.07   0.6   2.6  0.00  0.24   2.4   1.6   0.0   0.0   0.00   0.00   0.00     0 .0002 1.815 5.652 0.751   0.00   0.00   2.55  0.89  0.39  0.92   6.3  0.75  0.95  0.10
   15  98    21    21   6.6 11.18   1.0   3.0  0.00  0.29   2.7   1.8   0.0   0.0   0.00   0.00   0.00     0 .0003 1.845 5.755 1.047   0.00   0.00   2.47  0.91  0.54  0.94   6.3  0.75  1.15  0.38
   15  99    22    22  10.2 11.35   1.4   3.5  0.00  0.33   3.1   2.1   0.0   0.0   0.00   0.00   0.00     0 .0004 1.784 5.308 1.070   0.00   0.00   2.35  0.84  0.56  0.91   6.3  0.74  0.57  0.83
   15 100    23    23  11.4 11.54   1.9   3.9  0.00  0.39   3.5   2.3   0.0   0.0   0.00   0.00   0.00     0 .0006 1.729 4.938 1.043   0.00   0.00   2.22  0.79  0.55  0.88   6.3  0.74  0.50  0.88
   15 101    24    24  11.7 11.74   2.2   4.2  0.00  0.44   3.8   2.5   0.0   0.0   0.00   0.00   0.00     0 .0008 1.693 4.606 0.984   0.00   0.00   2.12  0.73  0.52  0.86   6.2  0.74  0.41  0.85
   15 102    25    25  12.3 11.94   2.4   4.5  0.00  0.48   4.0   2.7   0.0   0.0   0.00   0.00   0.00     0 .0010 1.672 4.384 0.931   0.00   0.00   2.04  0.70  0.50  0.85   6.2  0.74  0.34  0.65
   15 103    26    26  11.9 12.07   2.6   4.6  0.00  0.51   4.1   2.7   0.0   0.0   0.00   0.07   0.00 .0135 .0013 1.656 4.292 0.898   0.00   0.00   1.97  0.69  0.49  0.85   6.2  0.74  0.34  0.40
   15 104    27    27  12.1 12.17   2.7   4.7  0.00  0.54   4.1   2.7   0.0   0.0   0.00   0.07   0.00 .0274 .0015 1.643 4.258 0.895   0.00   0.00   1.90  0.69  0.49  0.84   6.2  0.74  0.29  0.29
   15 105    28    28  14.4 12.29   2.7   4.7  0.00  0.57   4.1   2.7   0.0   0.0   0.00   0.07   0.00 .0415 .0019 1.632 4.199 0.872   0.00   0.00   1.82  0.68  0.49  0.84   6.1  0.74  0.19  0.28
   15 106    29    29  15.7 12.42   2.8   4.7  0.00  0.61   4.1   2.7   0.0   0.0   0.00   0.07   0.00 .0557 .0023 1.622 4.094 0.829   0.00   0.00   1.76  0.67  0.47  0.83   6.1  0.74  0.13  0.35
   15 107    30    30  10.9 12.51   3.0   5.0  0.00  0.65   4.3   2.9   0.0   0.0   0.00   0.07   0.00 .0703 .0026 1.643 4.232 0.946   0.00   0.00   1.77  0.69  0.54  0.84   6.1  0.74  0.87  0.31
   15 108    31    31   5.5 12.56   3.2   5.2  0.00  0.73   4.5   3.0   0.0   0.0   0.00   0.00   0.00 .0703 .0027 1.684 4.352 1.019   0.00   0.00   1.70  0.71  0.59  0.86   6.1  0.74  2.00  0.20
   15 109    32    32   6.4 12.61   3.5   5.5  0.00  0.83   4.7   3.1   0.0   0.0   0.00   0.00   0.00 .0703 .0029 1.722 4.473 1.097   0.00   0.00   1.65  0.73  0.63  0.88   6.0  0.73  2.00  0.31
   15 110    33    33   8.1 12.68   4.0   5.9  0.00  0.94   5.0   3.3   0.0   0.0   0.00   0.00   0.00 .0703 .0032 1.755 4.603 1.185   0.00   0.00   1.61  0.76  0.69  0.90   6.0  0.73  2.00  0.41
   15 111    34    34  10.7 12.77   4.5   6.5  0.00  1.07   5.4   3.6   0.0   0.0   0.00   0.00   0.00 .0703 .0036 1.784 4.748 1.284   0.00   0.00   1.60  0.78  0.76  0.92   6.0  0.73  2.00  0.55
   15 112    35    35  11.2 12.86   5.1   7.0  0.00  1.20   5.8   3.9   0.0   0.0   0.00   0.00   0.00 .0703 .0041 1.807 4.878 1.361   0.00   0.00   1.59  0.81  0.81  0.93   6.0  0.73  2.00  0.59
   15 113    36    36   6.1 12.91   5.4   7.4  0.00  1.32   6.0   4.0   0.0   0.0   0.00   0.00   0.00 .0703 .0044 1.825 4.956 1.391   0.00   0.00   1.52  0.82  0.84  0.94   6.0  0.73  2.00  0.32
   15 114    37    37   8.8 12.99   5.9   7.9  0.00  1.47   6.4   4.3   0.0   0.0   0.00   0.00   0.00 .0703 .0049 1.842 5.046 1.430   0.00   0.00   1.47  0.84  0.87  0.95   5.9  0.73  2.00  0.49
   15 115    38    38  11.4 13.08   6.6   8.5  0.00  1.62   6.9   4.6   0.0   0.0   0.00   0.00   0.00 .0703 .0055 1.855 5.145 1.471   0.00   0.00   1.46  0.86  0.91  0.96   5.9  0.73  1.29  0.66
   15 116    39    39  15.1 13.21   7.4   9.3  0.00  1.74   7.6   5.1   0.1   0.0   0.00   0.00   0.00 .0703 .0065 1.865 5.245 1.505   0.00   0.00   1.51  0.88  0.94  0.96   5.9  0.73  1.42  0.82
   15 117    40    40  14.5 13.33   8.2  10.2  0.00  1.91   8.3   5.5   0.1   0.0   0.00   0.00   0.00 .0703 .0075 1.875 5.326 1.523   0.00   0.00   1.51  0.90  0.97  0.97   5.8  0.72  1.91  0.85
   15 118    41    41   8.3 13.40   8.7  10.7  0.00  2.04   8.6   5.7   0.1   0.0   0.00   0.00   0.00 .0703 .0081 1.881 5.374 1.529   0.00   0.00   1.48  0.91  0.99  0.97   5.8  0.72  2.00  0.48
   15 119    42    42   7.0 13.45   9.1  11.1  0.00  2.20   8.9   5.9   0.1   0.0   0.00   0.00   0.00 .0703 .0086 1.888 5.412 1.531   0.00   0.00   1.41  0.92  1.00  0.98   5.8  0.72  2.00  0.42
   15 120    43    43  10.4 13.54   9.8  11.7  0.00  2.35   9.4   6.2   0.1   0.0   0.00   0.00   0.00 .0703 .0095 1.893 5.456 1.519   0.00   0.00   1.40  0.93  1.00  0.98   5.7  0.72  2.00  0.66
