$PLANT NITROGEN ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   1        : 1                         CSCER048 TUDU1501    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         CSCER048
  
@YEAR DOY   DAS   DAP TMEAN  GSTD  NUAC  TNAD SDNAD  RNAD  CNAD  LNAD  SNAD  HNAD   HIND  RSNAD  SNNPD SNN0D SNN1D  RN%D  LN%D  SN%D   HN%D  SDN%D   VN%D LN%RD SN%RD RN%RD  VCN%  VMN% NUPRD NDEMD
   15  97    20    20   2.9 11.07   0.6   2.6  0.00  0.24   2.4   1.6   0.0   0.0   0.00   0.00   0.00     0 .0002 1.815 5.652 0.751   0.00   0.00   2.55  0.89  0.39  0.92   6.3  0.75  0.95  0.10
   15  98    21    21   6.6 11.18   1.0   3.0  0.00  0.29   2.7   1.8   0.0   0.0   0.00   0.00   0.00     0 .0003 1.845 5.755 1.047   0.00   0.00   2.47  0.91  0.54  0.94   6.3  0.75  1.26  0.38
   15  99    22    22  10.2 11.35   1.5   3.5  0.00  0.33   3.2   2.1   0.0   0.0   0.00   0.00   0.00     0 .0004 1.784 5.369 1.100   0.00   0.00   2.38  0.85  0.57  0.91   6.3  0.74  0.61  0.83
   15 100    23    23  11.4 11.54   1.9   4.0  0.00  0.39   3.6   2.4   0.0   0.0   0.00   0.00   0.00     0 .0006 1.729 5.001 1.071   0.00   0.00   2.25  0.80  0.56  0.88   6.3  0.74  0.52  0.89
   15 101    24    24  11.7 11.74   2.3   4.3  0.00  0.44   3.9   2.6   0.0   0.0   0.00   0.00   0.00     0 .0008 1.692 4.656 1.006   0.00   0.00   2.14  0.74  0.54  0.86   6.2  0.74  0.41  0.86
   15 102    25    25  12.3 11.94   2.5   4.5  0.00  0.48   4.1   2.7   0.0   0.0   0.00   0.00   0.00     0 .0010 1.671 4.431 0.949   0.00   0.00   2.06  0.71  0.51  0.85   6.2  0.74  0.35  0.65
   15 103    26    26  11.9 12.07   2.6   4.7  0.00  0.51   4.1   2.7   0.0   0.0   0.00   0.07   0.00 .0136 .0013 1.655 4.336 0.914   0.00   0.00   1.99  0.70  0.50  0.85   6.2  0.74  0.34  0.40
   15 104    27    27  12.1 12.17   2.7   4.7  0.00  0.55   4.2   2.7   0.0   0.0   0.00   0.07   0.00 .0275 .0015 1.642 4.301 0.910   0.00   0.00   1.92  0.69  0.50  0.84   6.2  0.74  0.29  0.28
   15 105    28    28  14.4 12.29   2.8   4.8  0.00  0.58   4.2   2.7   0.0   0.0   0.00   0.07   0.00 .0416 .0019 1.631 4.242 0.887   0.00   0.00   1.84  0.69  0.49  0.83   6.1  0.74  0.19  0.28
   15 106    29    29  15.7 12.42   2.8   4.8  0.00  0.61   4.2   2.7   0.0   0.0   0.00   0.07   0.00 .0559 .0023 1.621 4.135 0.841   0.00   0.00   1.77  0.67  0.48  0.83   6.1  0.74  0.13  0.35
   15 107    30    30  10.9 12.51   3.1   5.0  0.00  0.65   4.4   2.9   0.0   0.0   0.00   0.07   0.00 .0706 .0026 1.638 4.261 0.950   0.00   0.00   1.78  0.70  0.54  0.84   6.1  0.74  0.83  0.31
   15 108    31    31   5.5 12.56   3.3   5.2  0.00  0.74   4.5   3.0   0.0   0.0   0.00   0.00   0.00 .0706 .0027 1.680 4.379 1.023   0.00   0.00   1.71  0.72  0.59  0.86   6.1  0.74  2.00  0.20
   15 109    32    32   6.4 12.61   3.6   5.5  0.00  0.83   4.7   3.1   0.0   0.0   0.00   0.00   0.00 .0706 .0029 1.718 4.498 1.100   0.00   0.00   1.65  0.74  0.64  0.88   6.0  0.73  2.00  0.31
   15 110    33    33   8.1 12.68   4.0   6.0  0.00  0.95   5.0   3.3   0.0   0.0   0.00   0.00   0.00 .0706 .0032 1.752 4.627 1.189   0.00   0.00   1.61  0.76  0.69  0.90   6.0  0.73  2.00  0.41
   15 111    34    34  10.7 12.77   4.6   6.5  0.00  1.07   5.4   3.6   0.0   0.0   0.00   0.00   0.00 .0706 .0037 1.781 4.769 1.286   0.00   0.00   1.60  0.79  0.76  0.92   6.0  0.73  2.00  0.56
   15 112    35    35  11.2 12.86   5.1   7.1  0.00  1.21   5.9   3.9   0.0   0.0   0.00   0.00   0.00 .0706 .0041 1.805 4.898 1.363   0.00   0.00   1.59  0.81  0.81  0.93   6.0  0.73  2.00  0.59
   15 113    36    36   6.1 12.91   5.5   7.4  0.00  1.33   6.1   4.1   0.0   0.0   0.00   0.00   0.00 .0706 .0044 1.823 4.974 1.393   0.00   0.00   1.52  0.83  0.84  0.94   6.0  0.73  2.00  0.32
   15 114    37    37   8.8 12.99   6.0   7.9  0.00  1.48   6.4   4.3   0.0   0.0   0.00   0.00   0.00 .0706 .0049 1.840 5.062 1.432   0.00   0.00   1.47  0.84  0.87  0.95   5.9  0.73  1.90  0.49
   15 115    38    38  11.4 13.08   6.6   8.6  0.00  1.63   6.9   4.6   0.0   0.0   0.00   0.00   0.00 .0706 .0056 1.853 5.160 1.472   0.00   0.00   1.46  0.86  0.91  0.96   5.9  0.73  1.17  0.67
   15 116    39    39  15.1 13.21   7.4   9.4  0.00  1.75   7.6   5.1   0.1   0.0   0.00   0.00   0.00 .0706 .0065 1.864 5.258 1.506   0.00   0.00   1.50  0.88  0.94  0.96   5.9  0.73  1.29  0.82
   15 117    40    40  14.5 13.33   8.3  10.2  0.00  1.92   8.3   5.5   0.1   0.0   0.00   0.00   0.00 .0706 .0075 1.874 5.337 1.524   0.00   0.00   1.50  0.90  0.97  0.97   5.8  0.72  1.76  0.85
   15 118    41    41   8.3 13.40   8.8  10.7  0.00  2.05   8.7   5.8   0.1   0.0   0.00   0.00   0.00 .0706 .0081 1.880 5.384 1.529   0.00   0.00   1.48  0.91  0.99  0.97   5.8  0.72  2.00  0.48
   15 119    42    42   7.0 13.45   9.2  11.1  0.00  2.22   8.9   5.9   0.1   0.0   0.00   0.00   0.00 .0706 .0087 1.887 5.422 1.532   0.00   0.00   1.41  0.92  1.00  0.98   5.8  0.72  2.00  0.42
   15 120    43    43  10.4 13.54   9.9  11.8  0.00  2.37   9.4   6.3   0.1   0.0   0.00   0.00   0.00 .0706 .0095 1.892 5.465 1.519   0.00   0.00   1.40  0.93  1.00  0.98   5.7  0.72  2.00  0.66
   15 121    44    44   8.6 13.61  10.3  12.2  0.00  2.44   9.8   6.5   0.1   0.0   0.00   0.00   0.00 .0706 .0103 1.895 5.498 1.502   0.00   0.00   1.41  0.94  1.00  0.98   5.7  0.72  2.00  0.45
   15 122    45    45  10.5 13.70  10.9  12.9  0.00  2.57  10.3   6.8   0.1   0.0   0.00   0.00   0.00 .0706 .0113 1.899 5.530 1.481   0.00   0.00   1.41  0.95  1.00  0.98   5.7  0.72  2.00  0.64
   15 123    46    46  13.2 13.81  11.7  13.7  0.00  2.70  11.0   7.3   0.1   0.0   0.00   0.00   0.00 .0706 .0126 1.902 5.560 1.455   0.00   0.00   1.42  0.96  1.00  0.99   5.6  0.72  2.00  0.77
   15 124    47    47  17.5 13.96  12.7  14.6  0.00  2.85  11.8   7.8   0.1   0.0   0.00   0.00   0.00 .0706 .0144 1.905 5.587 1.421   0.00   0.00   1.45  0.97  1.00  0.99   5.6  0.72  2.00  0.98
   15 125    48    48  19.4 14.12  13.9  15.9  0.00  3.06  12.8   8.5   0.1   0.0   0.00   0.00   0.00 .0706 .0165 1.907 5.608 1.382   0.00   0.00   1.46  0.98  1.00  0.99   5.5  0.71  2.00  1.21
   15 126    49    49  11.6 14.21  14.7  16.6  0.00  3.22  13.4   8.7   0.2   0.0   0.00   0.20   0.00 0.100 .0178 1.909 5.619 1.359   0.00   0.00   1.45  0.99  1.00  0.99   5.5  0.71  2.00  0.78
   15 127    50    50  13.0 14.32  15.4  17.3  0.00  3.43  13.9   9.0   0.2   0.0   0.00   0.22   0.00 0.132 .0194 1.910 5.626 1.333   0.00   0.00   1.41  0.99  1.00  1.00   5.5  0.71  2.00  0.71
   15 128    51    51  15.5 14.45  16.3  18.1  0.00  3.67  14.4   9.4   0.2   0.0   0.00   0.27   0.00 0.172 .0213 1.911 5.631 1.302   0.00   0.00   1.36  1.00  1.00  1.00   5.4  0.71  2.00  0.85
   15 129    52    52  14.2 14.57  16.9  18.7  0.00  3.85  14.9   9.7   0.2   0.0   0.00   0.25   0.00 0.207 .0233 1.912 5.600 1.273   0.00   0.00   1.34  1.00  1.00  1.00   5.4  0.71  2.00  0.67
   15 130    53    53  13.2 14.68  17.5  19.3  0.00  4.08  15.2   9.9   0.2   0.0   0.00   0.23   0.00 0.241 .0252 1.910 5.571 1.246   0.00   0.00   1.28  1.00  1.00  1.00   5.3  0.70  2.00  0.61
   15 131    54    54  13.7 14.79  18.3  20.0  0.00  4.36  15.6  10.2   0.2   0.0   0.00   0.24   0.00 0.275 .0273 1.907 5.540 1.218   0.00   0.00   1.22  1.00  1.00  1.00   5.3  0.70  2.00  0.73
   15 132    55    55  18.0 14.94  19.3  21.0  0.00  4.67  16.3  10.6   0.3   0.0   0.00   0.19   0.00 0.303 .0302 1.904 5.499 1.181   0.00   0.00   1.18  1.00  1.00  1.00   5.2  0.70  2.00  1.02
   15 133    56    56  17.8 15.09  20.6  22.3  0.00  4.88  17.4  11.5   0.3   0.0   0.00   0.00   0.00 0.303 .0333 1.902 5.459 1.145   0.00   0.00   1.20  1.00  1.00  1.00   5.1  0.70  2.00  1.34
   15 134    57    57  15.0 15.22  22.2  23.8  0.00  5.08  18.8  12.1   0.3   0.0   0.00   0.32   0.00 0.351 .0360 1.899 5.425 1.113   0.00   0.00   1.23  1.00  1.00  1.00   5.1  0.69  2.00  1.57
   15 135    58    58  11.4 15.31  23.2  24.8  0.00  5.30  19.5  12.6   0.4   0.0   0.00   0.25   0.00 0.388 .0382 1.897 5.398 1.090   0.00   0.00   1.22  1.00  1.00  1.00   5.0  0.69  2.00  0.96
   15 136    59    59  12.8 15.42  24.5  26.0  0.00  5.60  20.4  13.2   0.4   0.0   0.00   0.27   0.00 0.429 .0407 1.895 5.369 1.063   0.00   0.00   1.20  1.00  1.00  1.00   5.0  0.69  2.00  1.32
   15 137    60    60  14.1 15.54  25.9  27.4  0.00  5.83  21.5  13.9   0.4   0.0   0.00   0.30   0.00 0.474 .0436 1.893 5.336 1.033   0.00   0.00   1.21  1.00  1.00  1.00   4.9  0.69  2.00  1.38
   15 138    61    61  15.4 15.66  27.5  28.9  0.00  6.18  22.8  14.7   0.5   0.0   0.00   0.33   0.00 0.524 .0470 1.890 5.301 1.001   0.00   0.00   1.20  1.00  1.00  1.00   4.9  0.69  2.00  1.64
   15 139    62    62  13.9 15.78  28.9  30.3  0.00  6.42  23.9  15.4   0.5   0.0   0.00   0.30   0.00 0.569 .0502 1.887 5.248 0.992   0.00   0.00   1.20  1.00  1.00  1.00   4.8  0.68  2.00  1.38
   15 140    63    63   8.4 15.85  29.3  30.7  0.00  6.58  24.1  15.8   0.5   0.0   0.00   0.06   0.00 0.577 .0522 1.885 5.211 0.986   0.00   0.00   1.18  1.00  1.00  1.00   4.8  0.68  2.00  0.46
   15 141    64    64   9.8 15.93  30.5  31.8  0.00  6.80  25.0  16.3   0.6   0.0   0.00   0.06   0.00 0.587 .0546 1.883 5.169 0.980   0.00   0.00   1.18  1.00  1.00  1.00   4.7  0.68  2.00  1.12
   15 142    65    65   9.9 16.01  31.7  33.1  0.00  7.11  26.0  17.0   0.6   0.0   0.00   0.06   0.00 0.597 .0571 1.881 5.126 0.973   0.00   0.00   1.16  1.00  1.00  1.00   4.7  0.68  2.00  1.30
   15 143    66    66  11.7 16.11  33.9  35.3  0.00  7.41  27.9  18.2   0.7   0.0   0.00   0.08   0.00 0.609 .0602 1.878 5.076 0.965   0.00   0.00   1.18  1.00  1.00  1.00   4.6  0.67  2.00  2.19
   15 144    67    67  12.1 16.21  36.1  37.4  0.00  7.67  29.7  19.3   0.8   0.0   0.00   0.08   0.00 0.621 .0635 1.875 5.023 0.957   0.00   0.00   1.21  1.00  1.00  1.00   4.5  0.67  2.00  2.13
   15 145    68    68  14.6 30.15  38.6  39.9  0.00  7.97  32.0  20.8   0.9   0.0   0.00   0.09   0.00 0.636 .0677 1.872 4.960 0.948   0.00   0.00   1.24  1.00  1.00  1.00   4.4  0.67  2.00  2.56
   15 146    69    69  11.6 30.67  40.5  41.8  0.00  8.24  33.6  21.8   1.0   0.0   0.00   0.07   0.00 0.648 .0711 1.869 4.910 0.940   0.00   0.00   1.25  1.00  1.00  1.00   4.4  0.66  2.00  1.87
   15 147    70    70   9.2 31.08  42.0  43.3  0.00  8.56  34.7  22.5   1.1   0.0   0.00   0.06   0.00 0.657 .0740 1.867 4.870 0.934   0.00   0.00   1.23  1.00  1.00  1.00   4.3  0.66  2.00  1.47
   15 148    71    71  11.9 31.61  44.2  45.5  0.00  9.01  36.5  23.6   1.2   0.0   0.00   0.07   0.00 0.669 .0778 1.864 4.818 0.926   0.00   0.00   1.21  1.00  1.00  1.00   4.2  0.66  1.78  2.25
   15 149    72    72  15.6 32.30  47.0  48.2  0.00  9.43  38.8  25.0   1.4   0.0   0.00   0.10   0.00 0.685 .0830 1.860 4.750 0.915   0.00   0.00   1.22  1.00  1.00  1.00   4.1  0.65  1.26  2.77
   15 150    73    73  14.9 32.97  49.2  50.5  0.00  9.71  40.8  26.2   1.5   0.0   0.00   0.09   0.00 0.700 .0883 1.857 4.686 0.905   0.00   0.00   1.23  1.00  1.00  1.00   4.1  0.65  1.34  2.24
   15 151    74    74  15.4 33.65  51.6  52.9  0.00 10.08  42.8  27.5   1.7   0.0   0.00   0.09   0.00 0.715 .0938 1.853 4.619 0.895   0.00   0.00   1.23  1.00  1.00  1.00   4.0  0.65  1.09  2.42
   15 152    75    75  19.0 34.50  54.0  55.2  0.00 10.38  44.8  28.7   1.8   0.0   0.00   0.11   0.00 0.734 0.101 1.834 4.413 0.848   0.00   0.00   1.22  0.97  0.96  0.99   3.9  0.64  0.51  4.55
   15 153    76    76  19.8 35.37  55.9  57.0  0.00 10.67  46.4  29.7   1.9   0.0   0.00   0.11   0.00 0.754 0.109 1.818 4.134 0.790   0.00   0.00   1.21  0.93  0.91  0.99   3.8  0.64  0.36  5.34
   15 154    77    77  20.5 36.28  57.4  58.6  0.00 11.01  47.6  30.5   1.9   0.0   0.00   0.11   0.00 0.775 0.117 1.800 3.889 0.729   0.00   0.00   1.18  0.89  0.85  0.98   3.7  0.64  0.30  5.23
   15 155    78    78  19.7 37.16  58.7  59.8  0.00 11.32  48.5  31.1   2.0   0.0   0.00   0.10   0.00 0.794 0.125 1.785 3.679 0.677   0.00   0.00   1.15  0.86  0.80  0.97   3.6  0.63  0.26  4.97
   15 156    79    79  21.8 38.12  59.8  60.8  0.00 11.60  49.2  31.6   2.0   0.0   0.00   0.10   0.00 0.816 0.135 1.772 3.498 0.633   0.00   0.00   1.13  0.84  0.76  0.97   3.5  0.63  0.22  4.71
   15 157    80    80  21.8 39.09  60.6  61.7  0.00 11.92  49.8  31.9   2.1   0.0   0.00   0.09   0.00 0.838 0.144 1.758 3.326 0.585   0.00   0.00   1.09  0.81  0.72  0.96   3.4  0.62  0.18  4.79
   15 158    81    81  21.5 40.04  64.0  65.0  0.00 12.16  52.8  33.8   2.2   0.0   0.00   0.09   0.00 0.859 0.154 1.748 3.240 0.578   0.00   0.00   1.12  0.81  0.72  0.96   3.4  0.62  0.52  6.45
   15 159    82    82  16.1 40.71  64.8  65.8  0.00 12.38  53.5  33.9   2.6   0.0   0.00   0.27   0.07 0.859 0.162 1.741 3.267 0.585   0.00   0.00   1.11  0.83  0.74  0.96   3.2  0.61  0.70  1.26
   15 160    83    83  12.3 41.23  65.5  66.5  0.00 12.55  54.0  34.1   2.8   0.0   0.00   0.21   0.12 0.859 0.168 1.746 3.301 0.606   0.00   0.00   1.10  0.85  0.78  0.96   3.2  0.61  2.00  0.68
   15 161    84    84  14.7 41.84  66.5  67.5  0.00 12.84  54.6  34.1   3.2   0.0   0.00   0.25   0.18 0.859 0.175 1.751 3.330 0.630   0.00   0.00   1.09  0.87  0.83  0.97   3.1  0.60  2.00  0.97
   15 162    85    85  18.3 42.60  67.4  68.4  0.00 13.14  55.2  34.1   3.7   0.0   0.00   0.32   0.26 0.859 0.184 1.755 3.355 0.650   0.00   0.00   1.07  0.89  0.87  0.97   2.9  0.60  2.00  0.91
   15 163    86    86  20.9 43.47  68.5  69.4  0.00 13.54  55.9  34.0   4.4   0.0   0.00   0.37   0.34 0.859 0.195 1.760 3.376 0.666   0.00   0.00   1.04  0.92  0.91  0.98   2.8  0.59  2.00  1.06
   15 164    87    87  20.1 44.31  69.2  70.2  0.00 13.87  56.3  33.9   4.9   0.0   0.00   0.36   0.43 0.859 0.205 1.763 3.391 0.676   0.00   0.00   1.01  0.94  0.95  0.98   2.7  0.58  2.00  0.74
   15 165    88    88  20.1 45.15  69.8  70.8  0.00 14.17  56.6  33.7   5.4   0.0   0.00   0.36   0.51 0.859 0.216 1.766 3.402 0.681   0.00   0.00   0.99  0.96  0.98  0.98   2.5  0.57  2.00  0.62
   15 166    89    89  15.1 45.78  70.0  71.0  0.00 14.33  56.6  33.6   5.7   0.0   0.00   0.27   0.57 0.859 0.224 1.768 3.409 0.682   0.00   0.00   0.97  0.98  1.00  0.99   2.5  0.57  2.00  0.20
   15 167    90    90  15.2 46.41  70.5  71.4  0.00 14.58  56.9  33.4   6.2   0.0   0.00   0.28   0.63 0.859 0.232 1.770 3.413 0.672   0.00   0.00   0.95  1.00  1.00  0.99   2.4  0.56  2.00  0.49
   15 168    91    91  14.8 47.03  70.9  71.9  0.00 14.85  57.0  33.1   6.6   0.0   0.00   0.27   0.69 0.859 0.240 1.771 3.368 0.659   0.00   0.00   0.92  1.00  1.00  0.99   2.3  0.55  2.00  0.42
   15 169    92    92  13.2 47.58  70.9  71.8  0.00 15.09  56.8  32.5   6.9   0.0   0.00   0.58   0.74 0.859 0.248 1.773 3.318 0.648   0.00   0.00   0.89  1.00  1.00  0.99   2.2  0.55  2.00  0.00
   15 170    93    93  13.2 48.13  70.9  71.8  0.00 15.27  56.6  31.8   7.1   0.0   0.00   1.11   0.80 0.859 0.255 1.773 3.269 0.637   0.00   0.00   0.87  1.00  1.00  1.00   2.1  0.54  2.00  0.00
   15 171    94    94  12.2 48.64  70.9  71.8  0.00 15.46  56.4  31.2   7.4   0.0   0.00   1.58   0.84 0.859 0.262 1.774 3.223 0.627   0.00   0.00   0.85  1.00  1.00  1.00   2.1  0.54  2.00  0.00
   15 172    95    95  13.6 49.20  70.9  71.8  0.00 15.68  56.1  30.6   7.7   0.0   0.00   1.91   0.90 0.859 0.270 1.774 3.172 0.616   0.00   0.00   0.82  1.00  1.00  1.00   2.0  0.53  2.00  0.00
   15 173    96    96  16.2 49.88  70.9  71.8  0.00 15.89  55.9  29.9   8.0   0.0   0.00   2.36   0.96 0.859 0.280 1.771 3.111 0.602   0.00   0.00   0.80  1.00  1.00  1.00   1.9  0.53  2.00  0.00
   15 174    97    97  13.1 51.70  70.9  71.8  0.00 16.05  55.8  29.1   8.3   0.0   0.00   3.05   1.01 0.859 0.288 1.768 3.083 0.596   0.00   0.00   0.78  1.00  1.00  1.00   1.9  0.52  2.00  0.00
   15 175    98    98  13.9 54.02  70.9  71.8  0.00 16.25  55.6  28.7   8.7   0.0   0.00   3.01   1.06 0.859 0.296 1.766 3.060 0.590   0.00   0.00   0.75  1.00  1.00  1.00   1.8  0.52  2.00  0.00
   15 176    99    99  13.8 56.33  70.9  71.8  0.00 16.45  55.3  28.3   9.2   0.0   0.00   2.82   1.11 0.859 0.304 1.764 3.037 0.584   0.00   0.00   0.73  1.00  1.00  1.00   1.7  0.52  2.00  0.00
   15 177   100   100  16.5 59.08  70.9  71.8  0.00 16.62  55.2  27.9   9.7   0.0   0.00   2.68   1.17 0.859 0.315 1.761 3.009 0.577   0.00   0.00   0.70  1.00  1.00  1.00   1.7  0.51  2.00  0.00
   15 178   101   101  18.4 65.34  70.9  71.8  0.00 16.71  55.1  27.4  10.0   0.0   0.00   2.88   1.23 0.859 0.326 1.758 2.979 0.570   0.00   0.00   0.68  1.00  1.00  1.00   1.6  0.51  2.00  0.00
   15 179   102   102  17.9 70.43  70.9  71.8  0.00 16.77  55.0  26.9  10.4   0.0   0.00   3.14   1.29 0.859 0.337 1.755 2.949 0.562   0.00   0.00   0.66  1.00  1.00  1.00   1.6  0.50  2.00  0.00
   15 180   103   103  18.9 71.64  70.9  71.7  0.00 16.81  54.9  26.4  10.8   0.1   0.00   3.20   1.36 0.859 0.349 1.752 2.917 0.554   2.00   0.00   0.64  1.00  1.00  1.00   1.5  0.50  2.00  0.00
   15 181   104   104  20.6 72.96  70.9  71.7  0.00 16.82  54.9  25.9  10.6   0.8   0.01   3.42   1.43 0.859 0.362 1.748 2.883 0.546   2.00   0.00   0.62  1.00  1.00  1.00   1.5  0.50  2.00  0.00
   15 182   105   105  21.0 74.31  70.9  71.7  0.00 16.83  54.9  25.4  10.4   1.9   0.03   3.18   1.50 0.859 0.375 1.745 2.848 0.537   2.00   0.00   0.59  1.00  1.00  1.00   1.5  0.49  2.00  0.00
   15 183   106   106  22.2 75.73  70.9  71.7  0.00 16.83  54.9  24.8  10.3   3.6   0.07   2.36   1.58 0.859 0.389 1.741 2.811 0.528   2.00   0.00   0.56  1.00  1.00  1.00   1.5  0.49  2.00  0.00
   15 184   107   107  23.0 77.21  70.9  71.7  0.00 16.83  54.9  24.3  10.1   6.0   0.11   0.92   1.66 0.859 0.404 1.737 2.773 0.518   2.00   0.00   0.53  1.00  1.00  1.00   1.4  0.49  2.00  0.00
   15 185   108   108  24.6 78.78  72.5  73.3  0.00 16.83  56.5  23.7   9.9   9.2   0.16   0.31   1.75 0.859 0.419 1.733 2.732 0.508   2.00   0.00   0.50  1.00  1.00  1.00   1.4  0.48  1.37  1.61
   15 186   109   109  25.5 80.09  74.1  74.8  0.00 15.92  58.9  22.7   9.7  13.2   0.22   0.32   1.84 0.859 0.435 1.641 2.687 0.499   2.00   0.00   0.49  1.00  1.00  0.95   1.4  0.48  0.50  3.01
   15 187   110   110  23.2 80.42  75.1  75.8  0.00 15.22  60.6  21.3   9.4  17.4   0.29   0.09   1.86 0.859 0.449 1.568 2.536 0.492   2.00   0.00   0.46  0.96  0.99  0.91   1.3  0.48  0.28  3.88
   15 188   111   111  25.1 80.78  76.0  76.7  0.00 14.67  62.0  18.9   9.2  22.0   0.36   0.57   2.04 0.859 0.465 1.510 2.300 0.481   2.00   0.00   0.43  0.88  0.98  0.88   1.3  0.48  0.18  4.68
   15 189   112   112  17.4 81.03  78.5  79.1  0.00 14.51  64.6  18.8   9.2  25.2   0.39   0.05   2.06 0.859 0.476 1.493 2.300 0.481   2.00   0.00   0.43  0.89  0.98  0.87   1.3  0.48  0.84  2.95
   15 190   113   113  13.9 81.23  80.9  81.6  0.00 14.65  67.0  18.9   9.2  27.4   0.41   0.04   2.07 0.859 0.485 1.505 2.314 0.481   2.00   0.00   0.43  0.91  0.99  0.87   1.3  0.48  1.85  2.49
   15 191   114   114  14.9 81.44  82.3  82.9  0.00 14.22  68.7  18.4   9.2  30.0   0.44   0.05   2.09 0.859 0.494 1.457 2.258 0.478   2.00   0.00   0.41  0.89  0.99  0.85   1.3  0.48  0.47  2.79
   15 192   115   115  18.3 81.70  83.1  83.7  0.00 13.87  69.9  16.6   9.0  33.3   0.48   0.46   2.26 0.859 0.505 1.421 2.089 0.470   2.00   0.00   0.39  0.84  0.97  0.83   1.3  0.48  0.22  3.62
   15 193   116   116  20.5 82.00  83.7  84.4  0.00 13.59  70.8  14.8   8.8  37.1   0.52   0.41   2.42 0.859 0.518 1.393 1.899 0.461   2.00   0.00   0.37  0.77  0.96  0.81   1.2  0.48  0.18  3.71
   15 194   117   117  18.4 82.26  84.3  84.9  0.00 13.37  71.5  13.4   8.7  40.4   0.57   0.04   2.44 0.859 0.530 1.370 1.722 0.453   2.00   0.00   0.34  0.71  0.95  0.80   1.2  0.48  0.16  3.48
   15 195   118   118  20.6 82.55  84.7  85.4  0.00 13.18  72.2  11.4   8.5  43.9   0.61   0.30   2.60 0.859 0.543 1.352 1.498 0.443   1.98   0.00   0.32  0.63  0.93  0.79   1.2  0.47  0.11  4.33
   15 196   119   119  21.7 82.86  85.1  85.7  0.00 13.04  72.7   9.8   8.3  46.8   0.64   0.24   2.76 0.859 0.556 1.337 1.318 0.434   1.94   0.00   0.29  0.56  0.92  0.78   1.2  0.47  0.09  4.38
   15 197   120   120  22.4 83.18  85.5  86.1  0.00 12.91  73.2   8.5   8.2  49.2   0.67   0.19   2.92 0.859 0.570 1.326 1.175 0.427   1.88   0.00   0.28  0.51  0.91  0.77   1.1  0.47  0.08  4.64
   15 198   121   121  24.6 83.53  85.8  86.4  0.00 12.81  73.6   7.3   8.1  51.1   0.69   0.27   3.20 0.859 0.586 1.316 1.060 0.422   1.80   0.00   0.27  0.47  0.91  0.77   1.1  0.47  0.06  5.14
   15 199   122   122  22.0 83.85  86.1  86.6  0.00 12.72  73.9   6.4   8.0  52.7   0.71   0.21   3.47 0.859 0.599 1.309 0.968 0.417   1.73   0.00   0.26  0.43  0.90  0.76   1.1  0.47  0.06  4.58
   15 200   123   123  22.4 84.17  86.3  86.9  0.00 12.65  74.2   5.6   7.9  54.0   0.73   0.16   3.73 0.859 0.613 1.302 0.894 0.414   1.66   0.00   0.25  0.41  0.90  0.76   1.0  0.47  0.05  4.73
   15 201   124   124  23.3 84.50  86.5  87.1  0.00 12.59  74.5   5.0   7.9  55.0   0.74   0.12   3.99 0.859 0.628 1.297 0.835 0.411   1.59   0.00   0.25  0.39  0.90  0.76   1.0  0.46  0.04  4.94
   15 202   125   125  24.2 84.85  86.7  87.2  0.00 12.53  74.7   4.5   7.8  55.8   0.75   0.10   4.23 0.859 0.643 1.293 0.788 0.409   1.52   0.00   0.25  0.37  0.91  0.76   1.0  0.46  0.04  5.13
   15 203   126   126  25.0 85.20  86.9  87.4  0.00 12.48  74.9   4.1   7.8  56.4   0.75   0.07   4.46 0.859 0.658 1.289 0.751 0.407   1.44   0.00   0.25  0.36  0.91  0.76   0.9  0.46  0.03  5.26
   15 204   127   127  21.4 85.51  87.1  87.6  0.00 12.44  75.1   3.8   7.8  57.0   0.76   0.06   4.68 0.859 0.671 1.286 0.720 0.406   1.39   0.00   0.25  0.35  0.91  0.76   0.9  0.46  0.04  4.61
   15 205   128   128  22.0 85.82  87.2  87.7  0.00 12.40  75.3   3.5   7.7  57.4   0.76   0.04   4.89 0.859 0.685 1.284 0.696 0.405   1.33   0.00   0.25  0.35  0.92  0.75   0.9  0.46  0.03  4.70
   15 206   129   129  18.8 86.09  87.4  87.8  0.00 12.37  75.5   3.2   7.7  57.8   0.77   0.03   5.09 0.859 0.696 1.281 0.677 0.404   1.29   0.00   0.26  0.34  0.92  0.75   0.9  0.45  0.03  4.10
   15 207   130   130  15.6 86.31  87.5  88.0  0.00 12.34  75.6   3.0   7.7  58.1   0.77   0.02   5.28 0.859 0.706 1.280 0.662 0.403   1.26   0.00   0.26  0.34  0.92  0.75   0.8  0.45  0.04  3.41
   15 208   131   131  18.3 86.58  87.6  88.1  0.00 12.31  75.8   2.8   7.7  58.3   0.77   0.02   5.47 0.859 0.717 1.278 0.649 0.402   1.22   0.00   0.27  0.34  0.93  0.75   0.8  0.45  0.03  3.99
   15 209   132   132  17.5 86.82  88.6  89.0  0.00 12.29  76.8   2.7   7.7  59.4   0.77   0.01   5.56 0.859 0.728 1.276 0.639 0.402   1.20   0.00   0.27  0.34  0.93  0.75   0.8  0.45  0.26  3.81
