*GHG emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   1        : 1                         CSCER048 TUDU1501    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         CSCER048
  
!               |---------- Daily (g/ha) ----------|------- Cumulative (kg/ha) --------|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!               Soil CO2  Net CO2      N2O      CH4 Soil CO2  Net CO2      N2O      CH4  Net CO2      N2O      CH4    Total
!                g[C]/ha  g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   CO2END   N2OGED   CH4GED    CO2EC   CO2ENC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
   15 077     1    11159     1531     0.02     0.00       11        2     0.00     0.00        6        0        0        6
   15 078     2     9743     1438     0.03     0.00       21        3     0.00     0.00       11        0        0       11
   15 079     3     7775     1219     0.05     0.00       29        4     0.00     0.00       15        0        0       15
   15 080     4     5561      938     0.06     0.00       34        5     0.00     0.00       19        0        0       19
   15 081     5     3593      594     0.07     0.00       38        6     0.00     0.00       21        0        0       21
   15 082     6     1161      250     0.08     0.00       39        6     0.00     0.00       22        0        0       22
   15 083     7      107       63     0.08     0.00       39        6     0.00     0.00       22        0        0       22
   15 084     8      114       31     0.09     0.00       39        6     0.00     0.00       22        0        0       22
   15 085     9      840      219     0.10     0.00       40        6     0.00     0.00       23        0        0       23
   15 086    10     1301      281     0.10     0.00       41        7     0.00     0.00       24        0        0       24
   15 087    11     2105      406     0.11     0.00       43        7     0.00     0.00       26        0        0       26
   15 088    12     3321      625     0.11     0.00       47        8     0.00     0.00       28        0        0       28
   15 089    13     4401      844     0.12     0.00       51        8     0.00     0.00       31        0        0       31
   15 090    14     3857      625     0.08     0.00       55        9     0.00     0.00       33        1        0       34
   15 091    15     4268      750     0.07     0.00       59       10     0.00     0.00       36        1        0       37
   15 092    16     3082      563     0.06     0.00       62       10     0.00     0.00       38        1        0       39
   15 093    17     1889      406     0.05     0.00       64       11     0.00     0.00       40        1        0       40
   15 094    18      139       31     0.12     0.00       64       11     0.00     0.00       40        1        0       40
   15 095    19       28       31     0.07     0.00       64       11     0.00     0.00       40        1        0       40
   15 096    20        0        0     0.14     0.00       64       11     0.00     0.00       40        1        0       41
   15 097    21        0        0     0.17     0.00       64       11     0.00     0.00       40        1        0       41
   15 098    22        0        0     0.17     0.00       64       11     0.00     0.00       40        1        0       41
   15 099    23        0        0     0.43     0.00       64       11     0.00     0.00       40        1        0       41
   15 100    24       68       31     0.73     0.00       65       11     0.00     0.00       40        1        0       41
   15 101    25     2676      531     1.08     0.00       67       11     0.00     0.00       42        2        0       44
   15 102    26     5803     1156     1.45     0.00       73       13     0.01     0.00       46        3        0       49
   15 103    27     8617     1813     1.80     0.00       82       14     0.01     0.00       53        3        0       56
   15 104    28     9981     2188     2.04     0.00       92       17     0.01     0.00       61        4        0       65
   15 105    29    10258     2375     2.15     0.00      102       19     0.01     0.00       70        5        0       75
   15 106    30    10854     2625     2.18     0.00      113       22     0.01     0.00       79        6        0       86
   15 107    31    11689     3031     2.15     0.00      124       25     0.02     0.00       90        7        0       98
   15 108    32    14063     2500     0.68     0.00      138       27     0.02     0.00       99        8        0      107
   15 109    33    12349     2000     1.57     0.00      151       29     0.02     0.00      107        9        0      115
   15 110    34    10267     1656     1.99     0.00      161       31     0.02     0.00      113        9        0      122
   15 111    35     7655     1375     1.86     0.00      169       32     0.02     0.00      118       10        0      128
   15 112    36     5647     1156     1.73     0.00      174       33     0.02     0.00      122       11        0      133
   15 113    37     5535     1188     1.62     0.00      180       34     0.03     0.00      127       12        0      138
   15 114    38     5532     1250     1.51     0.00      185       36     0.03     0.00      131       13        0      144
   15 115    39     6040     1469     1.39     0.00      191       37     0.03     0.00      136       13        0      150
   15 116    40     7017     1719     1.23     0.00      198       39     0.03     0.00      143       14        0      157
   15 117    41     8283     2063     1.12     0.00      207       41     0.03     0.00      150       14        0      165
   15 118    42    10071     2219     1.01     0.00      217       43     0.03     0.00      158       15        0      173
   15 119    43    10952     2344     0.48     0.00      228       46     0.03     0.00      167       15        0      182
   15 120    44    10485     2188     0.90     0.00      238       48     0.03     0.00      175       15        0      191
   15 121    45     9905     2188     0.85     0.00      248       50     0.03     0.00      183       16        0      199
   15 122    46     7163     1875     0.29     0.00      255       52     0.03     0.00      190       16        0      206
   15 123    47     6190     1531     0.47     0.00      262       53     0.03     0.00      196       16        0      212
   15 124    48     7379     2000     0.29     0.00      269       55     0.03     0.00      203       16        0      219
   15 125    49    11102     2594     0.59     0.00      280       58     0.04     0.00      213       17        0      229
   15 126    50    13886     3313     0.66     0.00      294       61     0.04     0.00      225       17        0      242
   15 127    51    13335     3844     0.42     0.00      307       65     0.04     0.00      239       17        0      256
   15 128    52    14952     3875     1.07     0.00      322       69     0.04     0.00      253       18        0      271
   15 129    53    15551     4063     1.36     0.00      338       73     0.04     0.00      268       18        0      286
   15 130    54    14472     3875     1.14     0.00      352       77     0.04     0.00      282       19        0      301
   15 131    55    12351     3438     1.60     0.00      365       80     0.04     0.00      295       20        0      314
   15 132    56    12294     3844     1.65     0.00      377       84     0.04     0.00      309       20        0      329
   15 133    57    12815     4344     1.69     0.00      390       89     0.05     0.00      325       21        0      346
   15 134    58    14298     4438     1.61     0.00      404       93     0.05     0.00      341       22        0      363
   15 135    59    14130     4625     1.62     0.00      418       98     0.05     0.00      358       23        0      381
   15 136    60    13137     4594     1.58     0.00      431      102     0.05     0.00      375       23        0      398
   15 137    61    12204     4594     1.54     0.00      443      107     0.05     0.00      392       24        0      416
   15 138    62    10958     4313     1.48     0.00      454      111     0.05     0.00      408       25        0      432
   15 139    63     9810     4125     1.46     0.00      464      115     0.05     0.00      423       25        0      448
   15 140    64    10812     3969     0.58     0.00      475      119     0.05     0.00      437       26        0      463
   15 141    65     9520     3844     0.47     0.00      485      123     0.06     0.00      451       26        0      477
   15 142    66     9043     3469     0.79     0.00      494      126     0.06     0.00      464       26        0      490
   15 143    67     8330     3031     1.28     0.00      502      130     0.06     0.00      475       27        0      502
   15 144    68     7335     2719     0.97     0.00      509      132     0.06     0.00      485       27        0      513
   15 145    69     6860     2563     1.05     0.00      516      135     0.06     0.00      495       28        0      523
   15 146    70     8282     3188     1.11     0.00      524      138     0.06     0.00      506       28        0      535
   15 147    71     8475     3406     1.04     0.00      533      141     0.06     0.00      519       29        0      548
   15 148    72     8028     3438     0.98     0.00      541      145     0.06     0.00      531       29        0      561
   15 149    73     7706     3500     0.93     0.00      549      148     0.06     0.00      544       30        0      574
   15 150    74     8023     3813     0.89     0.00      557      152     0.06     0.00      558       30        0      588
   15 151    75     7801     3875     0.83     0.00      564      156     0.07     0.00      573       31        0      603
   15 152    76     8155     4219     0.78     0.00      573      160     0.07     0.00      588       31        0      619
   15 153    77     9414     5031     1.76     0.00      582      165     0.07     0.00      606       32        0      638
   15 154    78    10075     5594     2.52     0.00      592      171     0.07     0.00      627       33        0      660
   15 155    79    10127     5906     3.00     0.00      602      177     0.07     0.00      649       34        0      683
   15 156    80    10235     6094     3.25     0.00      612      183     0.08     0.00      671       36        0      707
   15 157    81    10478     6438     3.34     0.00      623      189     0.08     0.00      695       37        0      732
   15 158    82    11383     6563     3.30     0.00      634      196     0.08     0.00      719       39        0      758
   15 159    83    10694     6531     3.36     0.00      645      202     0.09     0.00      743       41        0      783
   15 160    84    13430     6500     0.98     0.00      658      209     0.09     0.00      767       41        0      808
   15 161    85    12651     5844     1.77     0.00      671      215     0.09     0.00      788       42        0      830
   15 162    86    11332     5281     2.70     0.00      682      220     0.09     0.00      807       43        0      851
   15 163    87    10039     5031     2.38     0.00      692      225     0.09     0.00      826       44        0      870
   15 164    88     8783     4813     2.18     0.00      701      230     0.10     0.00      844       45        0      889
   15 165    89    10070     5156     1.29     0.00      711      235     0.10     0.00      862       46        0      908
   15 166    90    12561     6281     0.90     0.00      724      241     0.10     0.00      886       46        0      932
   15 167    91    13042     6813     0.60     0.00      737      248     0.10     0.00      911       47        0      957
   15 168    92    13398     6625     1.24     0.00      750      255     0.10     0.00      935       47        0      982
   15 169    93    12152     6031     1.30     0.00      762      261     0.10     0.00      957       48        0     1005
   15 170    94    10479     5438     0.54     0.00      773      266     0.10     0.00      977       48        0     1025
   15 171    95     9483     4813     1.12     0.00      782      271     0.10     0.00      995       49        0     1043
   15 172    96     8960     4500     1.35     0.00      791      276     0.10     0.00     1011       49        0     1060
   15 173    97     8462     4438     1.31     0.00      800      280     0.11     0.00     1027       50        0     1077
   15 174    98     8558     4563     0.54     0.00      808      285     0.11     0.00     1044       50        0     1094
   15 175    99     8547     4594     0.69     0.00      817      289     0.11     0.00     1061       50        0     1111
   15 176   100     8893     4688     1.27     0.00      826      294     0.11     0.00     1078       51        0     1129
   15 177   101     8884     4969     1.17     0.00      835      299     0.11     0.00     1096       51        0     1148
   15 178   102     8949     5250     1.09     0.00      844      304     0.11     0.00     1116       52        0     1168
   15 179   103     9040     5438     1.01     0.00      853      309     0.11     0.00     1136       52        0     1188
   15 180   104     9304     5875     0.95     0.00      862      315     0.11     0.00     1157       53        0     1210
   15 181   105     9488     6156     0.89     0.00      871      321     0.11     0.00     1180       53        0     1233
   15 182   106     9687     6531     0.82     0.00      881      328     0.11     0.00     1204       54        0     1257
   15 183   107     9502     6656     0.76     0.00      891      335     0.12     0.00     1228       54        0     1282
   15 184   108     9343     6688     2.02     0.00      900      341     0.12     0.00     1253       55        0     1308
   15 185   109     9249     6781     2.82     0.00      909      348     0.12     0.00     1278       56        0     1334
   15 186   110     9193     6844     2.93     0.00      918      355     0.12     0.00     1303       58        0     1360
   15 187   111     9024     6875     2.42     0.00      927      362     0.13     0.00     1328       59        0     1387
   15 188   112     8984     6875     1.97     0.00      936      369     0.13     0.00     1353       60        0     1413
   15 189   113    10236     7219     1.48     0.00      947      376     0.13     0.00     1380       60        0     1440
   15 190   114    10631     6969     1.28     0.00      957      383     0.13     0.00     1405       61        0     1466
   15 191   115     8729     6125     1.14     0.00      966      389     0.13     0.00     1428       62        0     1489
   15 192   116     6838     5156     1.09     0.00      973      394     0.13     0.00     1447       62        0     1509
   15 193   117     6152     4719     0.95     0.00      979      399     0.13     0.00     1464       63        0     1527
   15 194   118     5526     4281     0.84     0.00      985      403     0.13     0.00     1480       63        0     1543
   15 195   119     5592     4344     0.72     0.00      990      408     0.14     0.00     1496       63        0     1559
   15 196   120     5922     4656     0.66     0.00      996      412     0.14     0.00     1513       64        0     1576
   15 197   121     6229     4969     0.60     0.00     1002      417     0.14     0.00     1531       64        0     1595
   15 198   122     6315     5125     0.56     0.00     1009      422     0.14     0.00     1550       64        0     1614
   15 199   123     6421     5281     0.52     0.00     1015      428     0.14     0.00     1569       64        0     1634
   15 200   124     6609     5438     0.48     0.00     1022      433     0.14     0.00     1589       65        0     1654
   15 201   125     6693     5531     0.45     0.00     1028      439     0.14     0.00     1609       65        0     1674
   15 202   126     6623     5531     0.43     0.00     1035      444     0.14     0.00     1630       65        0     1695
   15 203   127     6576     5563     0.42     0.00     1042      450     0.14     0.00     1650       65        0     1715
   15 204   128     6441     5531     0.41     0.00     1048      455     0.14     0.00     1670       65        0     1736
   15 205   129     6634     5531     0.38     0.00     1055      461     0.14     0.00     1691       66        0     1756
   15 206   130     6447     5469     0.38     0.00     1061      466     0.14     0.00     1711       66        0     1777
   15 207   131     6086     5188     0.37     0.00     1067      471     0.14     0.00     1730       66        0     1796
   15 208   132     5646     4719     0.36     0.00     1073      476     0.14     0.00     1747       66        0     1813
   15 209   133     5856     4563     0.33     0.00     1079      481     0.14     0.00     1764       66        0     1830
   15 210   134     5184     4250     0.35     0.00     1084      485     0.14     0.00     1779       66        0     1846
   15 211   135     4710     3844     0.34     0.00     1089      489     0.14     0.00     1794       67        0     1860
   15 212   136     4250     3563     0.35     0.00     1093      492     0.14     0.00     1807       67        0     1873
   15 213   137     4216     3563     0.36     0.00     1097      496     0.14     0.00     1820       67        0     1887
   15 214   138     4049     3500     0.36     0.00     1101      499     0.14     0.00     1833       67        0     1900
   15 215   139     4091     3531     0.35     0.00     1105      503     0.14     0.00     1846       67        0     1913
   15 216   140     4309     3750     0.35     0.00     1109      507     0.14     0.00     1859       67        0     1927
   15 217   141     4660     4125     0.35     0.00     1114      511     0.14     0.00     1874       68        0     1942
   15 218   142     4893     4344     0.35     0.00     1119      515     0.14     0.00     1890       68        0     1958
   15 219   143     5193     4656     0.35     0.00     1124      520     0.15     0.00     1907       68        0     1975
   15 220   144     5444     4906     0.35     0.00     1130      525     0.15     0.00     1925       68        0     1994
   15 221   145     6173     5313     0.33     0.00     1136      530     0.15     0.00     1945       68        0     2013

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   2        : 2                         CSCER048 TUDU1501    2
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  2   : 2                         CSCER048
  
!               |---------- Daily (g/ha) ----------|------- Cumulative (kg/ha) --------|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!               Soil CO2  Net CO2      N2O      CH4 Soil CO2  Net CO2      N2O      CH4  Net CO2      N2O      CH4    Total
!                g[C]/ha  g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   CO2END   N2OGED   CH4GED    CO2EC   CO2ENC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
   15 077     1    11159     1531     0.02     0.00       11        2     0.00     0.00        6        0        0        6
   15 078     2     9743     1438     0.03     0.00       21        3     0.00     0.00       11        0        0       11
   15 079     3     7775     1219     0.05     0.00       29        4     0.00     0.00       15        0        0       15
   15 080     4     5561      938     0.06     0.00       34        5     0.00     0.00       19        0        0       19
   15 081     5     3593      594     0.07     0.00       38        6     0.00     0.00       21        0        0       21
   15 082     6     1161      250     0.08     0.00       39        6     0.00     0.00       22        0        0       22
   15 083     7      107       63     0.08     0.00       39        6     0.00     0.00       22        0        0       22
   15 084     8      114       31     0.09     0.00       39        6     0.00     0.00       22        0        0       22
   15 085     9      840      219     0.10     0.00       40        6     0.00     0.00       23        0        0       23
   15 086    10     1301      281     0.10     0.00       41        7     0.00     0.00       24        0        0       24
   15 087    11     2105      406     0.11     0.00       43        7     0.00     0.00       26        0        0       26
   15 088    12     3321      625     0.11     0.00       47        8     0.00     0.00       28        0        0       28
   15 089    13     4401      844     0.12     0.00       51        8     0.00     0.00       31        0        0       31
   15 090    14     3857      625     0.08     0.00       55        9     0.00     0.00       33        1        0       34
   15 091    15     4268      750     0.07     0.00       59       10     0.00     0.00       36        1        0       37
   15 092    16     3082      563     0.06     0.00       62       10     0.00     0.00       38        1        0       39
   15 093    17     1889      406     0.05     0.00       64       11     0.00     0.00       40        1        0       40
   15 094    18      139       31     0.12     0.00       64       11     0.00     0.00       40        1        0       40
   15 095    19       28       31     0.07     0.00       64       11     0.00     0.00       40        1        0       40
   15 096    20        0        0     0.14     0.00       64       11     0.00     0.00       40        1        0       41
   15 097    21        0        0     0.17     0.00       64       11     0.00     0.00       40        1        0       41
   15 098    22        0        0     0.17     0.00       64       11     0.00     0.00       40        1        0       41
   15 099    23        0        0     0.50     0.00       64       11     0.00     0.00       40        1        0       41
   15 100    24       68       31     0.80     0.00       65       11     0.00     0.00       40        2        0       41
   15 101    25     2677      531     1.07     0.00       67       11     0.00     0.00       42        2        0       44
   15 102    26     5804     1156     1.34     0.00       73       13     0.01     0.00       46        3        0       49
   15 103    27     8619     1813     1.58     0.00       82       14     0.01     0.00       53        3        0       56
   15 104    28     9982     2188     1.73     0.00       92       17     0.01     0.00       61        4        0       65
   15 105    29    10258     2344     1.78     0.00      102       19     0.01     0.00       69        5        0       74
   15 106    30    10853     2656     1.78     0.00      113       22     0.01     0.00       79        6        0       85
   15 107    31    11685     3000     1.74     0.00      124       25     0.01     0.00       90        7        0       97
   15 108    32    14065     2531     0.54     0.00      138       27     0.01     0.00       99        7        0      106
   15 109    33    12350     2000     1.25     0.00      151       29     0.02     0.00      107        8        0      114
   15 110    34    10267     1656     1.59     0.00      161       31     0.02     0.00      113        8        0      121
   15 111    35     7652     1375     1.48     0.00      169       32     0.02     0.00      118        9        0      127
   15 112    36     5644     1125     1.38     0.00      174       33     0.02     0.00      122       10        0      132
   15 113    37     5530     1219     1.29     0.00      180       34     0.02     0.00      127       10        0      137
   15 114    38     5525     1250     1.20     0.00      185       36     0.02     0.00      131       11        0      142
   15 115    39     6025     1469     1.11     0.00      191       37     0.02     0.00      136       11        0      148
   15 116    40     6989     1719     0.98     0.00      198       39     0.03     0.00      143       12        0      155
   15 117    41     8237     2063     0.89     0.00      207       41     0.03     0.00      150       12        0      163
   15 118    42    10022     2250     0.81     0.00      217       43     0.03     0.00      159       13        0      171
   15 119    43    10895     2344     0.39     0.00      228       46     0.03     0.00      167       13        0      180
   15 120    44    10473     2188     0.72     0.00      238       48     0.03     0.00      175       13        0      188
   15 121    45     9900     2188     0.69     0.00      248       50     0.03     0.00      183       13        0      197
   15 122    46     7167     1906     0.23     0.00      255       52     0.03     0.00      190       13        0      204
   15 123    47     6194     1531     0.38     0.00      261       53     0.03     0.00      196       14        0      210
   15 124    48     7384     1969     0.23     0.00      269       55     0.03     0.00      203       14        0      217
   15 125    49    11109     2594     0.48     0.00      280       58     0.03     0.00      213       14        0      227
   15 126    50    13894     3313     0.58     0.00      294       61     0.03     0.00      225       14        0      239
   15 127    51    13342     3875     0.39     0.00      307       65     0.03     0.00      239       14        0      253
   15 128    52    14959     3844     1.04     0.00      322       69     0.03     0.00      253       15        0      268
   15 129    53    15578     4063     1.37     0.00      338       73     0.03     0.00      268       16        0      284
   15 130    54    14478     3844     1.16     0.00      352       77     0.03     0.00      282       16        0      298
   15 131    55    12350     3469     1.67     0.00      364       80     0.04     0.00      295       17        0      312
   15 132    56    12289     3844     1.74     0.00      377       84     0.04     0.00      309       18        0      327
   15 133    57    12806     4375     1.80     0.00      390       89     0.04     0.00      325       19        0      344
   15 134    58    14255     4406     1.70     0.00      404       93     0.04     0.00      341       19        0      361
   15 135    59    14108     4656     1.75     0.00      418       98     0.04     0.00      358       20        0      378
   15 136    60    13114     4563     1.71     0.00      431      102     0.04     0.00      375       21        0      396
   15 137    61    12178     4656     1.68     0.00      443      107     0.05     0.00      392       22        0      414
   15 138    62    10920     4281     1.62     0.00      454      111     0.05     0.00      408       23        0      430
   15 139    63     9768     4125     1.59     0.00      464      115     0.05     0.00      423       23        0      446
   15 140    64    10853     3938     0.63     0.00      475      119     0.05     0.00      437       24        0      461
   15 141    65     9545     3844     0.52     0.00      484      123     0.05     0.00      452       24        0      475
   15 142    66     9067     3469     0.87     0.00      493      127     0.05     0.00      464       24        0      488
   15 143    67     8355     3000     1.39     0.00      502      130     0.05     0.00      475       25        0      500
   15 144    68     7340     2750     1.06     0.00      509      132     0.05     0.00      485       25        0      511
   15 145    69     6916     2563     1.15     0.00      516      135     0.06     0.00      495       26        0      521
   15 146    70     8315     3156     1.23     0.00      524      138     0.06     0.00      506       26        0      533
   15 147    71     8497     3406     1.14     0.00      533      141     0.06     0.00      519       27        0      546
   15 148    72     8016     3438     1.07     0.00      541      145     0.06     0.00      531       28        0      559
   15 149    73     7692     3500     1.02     0.00      548      148     0.06     0.00      544       28        0      572
   15 150    74     8015     3813     0.97     0.00      556      152     0.06     0.00      558       28        0      587
   15 151    75     7786     3875     0.91     0.00      564      156     0.06     0.00      573       29        0      601
   15 152    76     8126     4219     0.85     0.00      572      160     0.06     0.00      588       29        0      617
   15 153    77     9348     5000     1.66     0.00      582      165     0.06     0.00      606       30        0      636
   15 154    78     9991     5594     2.24     0.00      592      171     0.07     0.00      627       31        0      658
   15 155    79    10065     5875     2.58     0.00      602      177     0.07     0.00      648       32        0      681
   15 156    80    10177     6094     2.75     0.00      612      183     0.07     0.00      671       34        0      704
   15 157    81    10418     6406     2.80     0.00      622      189     0.07     0.00      694       35        0      729
   15 158    82    11318     6531     2.76     0.00      634      196     0.08     0.00      718       36        0      754
   15 159    83    10636     6469     2.85     0.00      644      202     0.08     0.00      742       38        0      780
   15 160    84    13383     6500     0.84     0.00      658      209     0.08     0.00      766       38        0      804
   15 161    85    12618     5875     1.54     0.00      670      215     0.08     0.00      787       39        0      826
   15 162    86    11300     5250     2.38     0.00      682      220     0.08     0.00      807       40        0      846
   15 163    87    10005     5000     2.12     0.00      692      225     0.09     0.00      825       41        0      866
   15 164    88     8737     4813     1.97     0.00      700      230     0.09     0.00      843       42        0      884
   15 165    89    10000     5125     1.18     0.00      710      235     0.09     0.00      862       42        0      904
   15 166    90    12563     6250     0.83     0.00      723      241     0.09     0.00      884       43        0      927
   15 167    91    13046     6813     0.56     0.00      736      248     0.09     0.00      909       43        0      952
   15 168    92    13414     6625     1.17     0.00      749      254     0.09     0.00      934       43        0      977
   15 169    93    12172     6031     1.24     0.00      762      260     0.09     0.00      956       44        0     1000
   15 170    94    10491     5438     0.53     0.00      772      266     0.09     0.00      976       44        0     1020
   15 171    95     9481     4781     1.14     0.00      782      271     0.10     0.00      993       45        0     1038
   15 172    96     8960     4500     1.43     0.00      791      275     0.10     0.00     1010       45        0     1055
   15 173    97     8456     4438     1.42     0.00      799      280     0.10     0.00     1026       46        0     1072
   15 174    98     8563     4563     0.59     0.00      808      284     0.10     0.00     1043       46        0     1089
   15 175    99     8551     4563     0.76     0.00      816      289     0.10     0.00     1060       47        0     1106
   15 176   100     8883     4688     1.40     0.00      825      293     0.10     0.00     1077       47        0     1124
   15 177   101     8904     4938     1.29     0.00      834      298     0.10     0.00     1095       48        0     1143
   15 178   102     8997     5250     1.20     0.00      843      304     0.10     0.00     1114       49        0     1163
   15 179   103     9073     5469     1.11     0.00      852      309     0.10     0.00     1134       49        0     1183
   15 180   104     9306     5844     1.05     0.00      861      315     0.11     0.00     1156       50        0     1205
   15 181   105     9456     6156     0.98     0.00      871      321     0.11     0.00     1178       50        0     1228
   15 182   106     9628     6500     0.91     0.00      880      328     0.11     0.00     1202       50        0     1253
   15 183   107     9436     6625     0.84     0.00      890      334     0.11     0.00     1227       51        0     1277
   15 184   108     9278     6656     1.93     0.00      899      341     0.11     0.00     1251       52        0     1303
   15 185   109     9181     6688     2.61     0.00      908      348     0.11     0.00     1276       53        0     1329
   15 186   110     9122     6813     2.98     0.00      917      354     0.12     0.00     1301       54        0     1355
   15 187   111     8946     6813     3.13     0.00      926      361     0.12     0.00     1326       56        0     1381
   15 188   112     8926     6844     3.12     0.00      935      368     0.12     0.00     1351       57        0     1408
   15 189   113    10187     7219     2.96     0.00      945      375     0.13     0.00     1377       59        0     1436
   15 190   114    10581     6938     2.79     0.00      956      382     0.13     0.00     1403       60        0     1463
   15 191   115     8685     6094     2.57     0.00      965      388     0.13     0.00     1425       61        0     1486
   15 192   116     6808     5125     2.42     0.00      971      393     0.13     0.00     1444       62        0     1506
   15 193   117     6127     4688     2.06     0.00      978      398     0.14     0.00     1461       63        0     1524
   15 194   118     5507     4313     1.77     0.00      983      402     0.14     0.00     1477       64        0     1541
   15 195   119     5574     4344     1.48     0.00      989      407     0.14     0.00     1493       65        0     1558
   15 196   120     5905     4656     1.30     0.00      995      411     0.14     0.00     1510       65        0     1575
   15 197   121     6213     4969     1.15     0.00     1001      416     0.14     0.00     1528       66        0     1594
   15 198   122     6302     5125     1.02     0.00     1007      422     0.14     0.00     1547       66        0     1613
   15 199   123     6406     5250     0.91     0.00     1014      427     0.14     0.00     1566       67        0     1633
   15 200   124     6589     5469     0.80     0.00     1020      432     0.14     0.00     1586       67        0     1653
   15 201   125     6671     5500     0.72     0.00     1027      438     0.14     0.00     1606       68        0     1674
   15 202   126     6600     5531     0.66     0.00     1033      443     0.15     0.00     1627       68        0     1695
   15 203   127     6552     5563     0.61     0.00     1040      449     0.15     0.00     1647       68        0     1715
   15 204   128     6417     5531     0.57     0.00     1046      454     0.15     0.00     1667       68        0     1736
   15 205   129     6608     5531     0.51     0.00     1053      460     0.15     0.00     1688       69        0     1756
   15 206   130     6437     5438     0.49     0.00     1059      465     0.15     0.00     1708       69        0     1777
   15 207   131     6085     5188     0.47     0.00     1065      471     0.15     0.00     1727       69        0     1796
   15 208   132     5645     4750     0.44     0.00     1071      475     0.15     0.00     1744       69        0     1814
   15 209   133     5852     4563     0.39     0.00     1077      480     0.15     0.00     1761       70        0     1830
   15 210   134     5174     4250     0.40     0.00     1082      484     0.15     0.00     1777       70        0     1846
   15 211   135     4705     3844     0.39     0.00     1087      488     0.15     0.00     1791       70        0     1861
   15 212   136     4247     3563     0.40     0.00     1091      491     0.15     0.00     1804       70        0     1874
   15 213   137     4213     3563     0.39     0.00     1095      495     0.15     0.00     1817       70        0     1887
   15 214   138     4047     3469     0.39     0.00     1099      499     0.15     0.00     1829       70        0     1900
   15 215   139     4089     3563     0.38     0.00     1103      502     0.15     0.00     1843       71        0     1913
   15 216   140     4308     3750     0.38     0.00     1108      506     0.15     0.00     1856       71        0     1927
   15 217   141     4659     4094     0.37     0.00     1112      510     0.15     0.00     1871       71        0     1942
   15 218   142     4892     4375     0.37     0.00     1117      514     0.15     0.00     1887       71        0     1959
   15 219   143     5193     4656     0.37     0.00     1122      519     0.15     0.00     1905       71        0     1976
   15 220   144     5445     4906     0.36     0.00     1128      524     0.15     0.00     1923       71        0     1994
   15 221   145     6171     5313     0.34     0.00     1134      529     0.15     0.00     1942       72        0     2014

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   3        : 3                         CSCER048 TUDU1501    3
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  3   : 3                         CSCER048
  
!               |---------- Daily (g/ha) ----------|------- Cumulative (kg/ha) --------|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!               Soil CO2  Net CO2      N2O      CH4 Soil CO2  Net CO2      N2O      CH4  Net CO2      N2O      CH4    Total
!                g[C]/ha  g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   CO2END   N2OGED   CH4GED    CO2EC   CO2ENC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
   15 077     1    11159     1531     0.02     0.00       11        2     0.00     0.00        6        0        0        6
   15 078     2     9743     1438     0.03     0.00       21        3     0.00     0.00       11        0        0       11
   15 079     3     7775     1219     0.05     0.00       29        4     0.00     0.00       15        0        0       15
   15 080     4     5561      938     0.06     0.00       34        5     0.00     0.00       19        0        0       19
   15 081     5     3593      594     0.07     0.00       38        6     0.00     0.00       21        0        0       21
   15 082     6     1161      250     0.08     0.00       39        6     0.00     0.00       22        0        0       22
   15 083     7      107       63     0.08     0.00       39        6     0.00     0.00       22        0        0       22
   15 084     8      114       31     0.09     0.00       39        6     0.00     0.00       22        0        0       22
   15 085     9      840      219     0.10     0.00       40        6     0.00     0.00       23        0        0       23
   15 086    10     1301      281     0.10     0.00       41        7     0.00     0.00       24        0        0       24
   15 087    11     2105      406     0.11     0.00       43        7     0.00     0.00       26        0        0       26
   15 088    12     3321      625     0.11     0.00       47        8     0.00     0.00       28        0        0       28
   15 089    13     4401      844     0.12     0.00       51        8     0.00     0.00       31        0        0       31
   15 090    14     3857      625     0.08     0.00       55        9     0.00     0.00       33        1        0       34
