*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 27, 2025 22:35:44

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!                                                                                                                                   Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                                                   0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS    SWTD    SWXD    ROFC    DRNC    PREC    IR#C    IRRC   LATFC    DTWT    MWTD    TDFD    TDFC    ROFD    ROSD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
   15 162    86     498     222       7      41     203       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.236   0.244   0.219   0.214   0.214   0.245   0.272   0.261   0.261
   15 163    87     495     219       7      41     203       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.223   0.238   0.216   0.212   0.212   0.243   0.272   0.261   0.261
   15 164    88     495     219       7      41     211       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.283   0.242   0.216   0.206   0.206   0.238   0.270   0.261   0.261
   15 165    89     509     234       8      41     231       0       0       0     200    0.00     0.0     0.0    1.09    0.00   0.299   0.311   0.265   0.210   0.203   0.235   0.269   0.261   0.261
   15 166    90     524     249      10      41     252       0       0       0     200    0.00     0.0     0.0    2.09    0.00   0.305   0.311   0.314   0.265   0.201   0.233   0.268   0.261   0.261
   15 167    91     524     248      10      41     252       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.268   0.277   0.287   0.275   0.248   0.233   0.268   0.261   0.261
   15 168    92     521     245      10      41     252       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.243   0.257   0.271   0.273   0.273   0.232   0.267   0.261   0.261
   15 169    93     529     253      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.312   0.282   0.277   0.281   0.275   0.232   0.266   0.261   0.261
   15 170    94     528     252      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.269   0.262   0.268   0.277   0.275   0.257   0.266   0.261   0.261
   15 171    95     527     251      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.248   0.252   0.264   0.276   0.275   0.265   0.265   0.261   0.261
   15 172    96     525     250      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.238   0.247   0.262   0.275   0.275   0.266   0.265   0.260   0.261
   15 173    97     533     258      10      41     273       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.315   0.273   0.270   0.278   0.277   0.265   0.264   0.260   0.261
   15 174    98     533     257      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.292   0.269   0.272   0.281   0.278   0.267   0.264   0.260   0.261
   15 175    99     531     255      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.258   0.254   0.265   0.276   0.276   0.273   0.273   0.261   0.261
   15 176   100     527     252      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.235   0.245   0.261   0.273   0.272   0.272   0.273   0.262   0.261
   15 177   101     522     247      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.214   0.237   0.256   0.268   0.267   0.270   0.271   0.262   0.261
   15 178   102     516     241      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.194   0.227   0.249   0.261   0.261   0.266   0.269   0.262   0.261
   15 179   103     513     238      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.182   0.222   0.246   0.258   0.258   0.265   0.268   0.262   0.261
   15 180   104     509     234      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.168   0.216   0.242   0.254   0.254   0.262   0.267   0.262   0.261
   15 181   105     504     228      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.151   0.207   0.236   0.248   0.248   0.259   0.265   0.262   0.261
   15 182   106     496     220      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.132   0.195   0.227   0.239   0.239   0.253   0.261   0.262   0.261
   15 183   107     488     213      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.117   0.184   0.218   0.231   0.231   0.247   0.257   0.262   0.261
   15 184   108     481     205      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.107   0.173   0.209   0.222   0.222   0.241   0.253   0.262   0.261
   15 185   109     473     197      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.101   0.163   0.201   0.214   0.214   0.234   0.248   0.262   0.261
   15 186   110     466     191      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.095   0.155   0.193   0.207   0.207   0.226   0.243   0.262   0.261
   15 187   111     459     184      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.089   0.148   0.186   0.199   0.200   0.219   0.238   0.262   0.261
   15 188   112     459     183      10      41     279       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.160   0.143   0.181   0.195   0.195   0.214   0.234   0.262   0.261
   15 189   113     458     182      10      41     285       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.235   0.148   0.175   0.189   0.189   0.208   0.229   0.261   0.261
   15 190   114     455     180      10      41     285       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.217   0.147   0.173   0.187   0.187   0.206   0.227   0.261   0.261
   15 191   115     452     177      10      41     285       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.193   0.144   0.172   0.186   0.186   0.204   0.225   0.261   0.261
   15 192   116     447     171      10      41     285       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.158   0.140   0.168   0.182   0.182   0.200   0.221   0.261   0.261
   15 193   117     439     164      10      41     285       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.125   0.134   0.162   0.176   0.176   0.194   0.214   0.261   0.261
   15 194   118     435     160      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.134   0.130   0.158   0.172   0.172   0.188   0.208   0.261   0.261
   15 195   119     434     158      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.125   0.129   0.157   0.171   0.171   0.187   0.206   0.261   0.261
   15 196   120     430     155      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.112   0.127   0.154   0.169   0.169   0.184   0.202   0.261   0.261
   15 197   121     427     151      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.103   0.125   0.151   0.166   0.166   0.181   0.197   0.261   0.261
   15 198   122     421     145      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.097   0.122   0.147   0.162   0.162   0.175   0.188   0.261   0.261
   15 199   123     417     141      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.091   0.120   0.144   0.158   0.159   0.170   0.182   0.261   0.261
   15 200   124     415     139      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.086   0.119   0.142   0.157   0.157   0.167   0.178   0.261   0.261
   15 201   125     413     137      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.081   0.119   0.141   0.155   0.156   0.165   0.175   0.261   0.261
   15 202   126     411     135      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.077   0.118   0.140   0.154   0.155   0.164   0.172   0.261   0.261
   15 203   127     409     133      10      41     286       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.073   0.118   0.138   0.153   0.153   0.161   0.168   0.261   0.261
   15 204   128     407     132      10      41     287       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.088   0.117   0.136   0.150   0.151   0.156   0.168   0.261   0.261
   15 205   129     407     131      10      41     287       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.083   0.117   0.136   0.150   0.150   0.156   0.168   0.261   0.261
   15 206   130     405     130      10      41     287       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.079   0.116   0.134   0.149   0.149   0.153   0.168   0.261   0.261
   15 207   131     404     129      10      41     287       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.074   0.116   0.134   0.148   0.148   0.150   0.168   0.261   0.261
   15 208   132     406     130      10      41     290       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.128   0.115   0.133   0.147   0.147   0.148   0.168   0.261   0.260
   15 209   133     406     130      10      41     291       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.133   0.115   0.133   0.147   0.147   0.148   0.166   0.261   0.260
   15 210   134     406     130      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.134   0.114   0.133   0.147   0.147   0.148   0.166   0.261   0.260
   15 211   135     405     129      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.118   0.114   0.133   0.147   0.147   0.148   0.166   0.261   0.260
   15 212   136     404     128      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.103   0.113   0.133   0.147   0.147   0.147   0.166   0.261   0.260
   15 213   137     404     128      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.096   0.113   0.133   0.147   0.147   0.147   0.166   0.261   0.260
   15 214   138     403     128      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.091   0.113   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 215   139     403     127      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.085   0.112   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 216   140     403     127      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.081   0.112   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 217   141     402     127      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.076   0.111   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 218   142     402     126      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.072   0.111   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 219   143     402     126      10      41     292       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.069   0.110   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 220   144     402     127      10      41     293       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.085   0.110   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 221   145     402     127      10      41     293       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.080   0.109   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 222   146     402     126      10      41     293       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.076   0.109   0.132   0.147   0.147   0.147   0.166   0.261   0.260
   15 223   147     402     126      10      41     293       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.072   0.109   0.131   0.147   0.147   0.147   0.166   0.261   0.260
   15 224   148     401     126      10      41     293       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.068   0.108   0.131   0.146   0.147   0.147   0.166   0.261   0.260

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 27, 2025 22:35:45

*RUN  14        : 14                        WHAPS048 TUDU1501   14
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT 14   : 14                        WHAPS048
  
!                                                                                                                                   Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                                                   0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS    SWTD    SWXD    ROFC    DRNC    PREC    IR#C    IRRC   LATFC    DTWT    MWTD    TDFD    TDFC    ROFD    ROSD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
   15 076     0     530     255       0       0       0       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.236   0.247   0.262   0.276   0.276   0.274   0.274   0.262   0.262
   15 077     1     529     254       0       0       0       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.229   0.246   0.262   0.276   0.276   0.274   0.274   0.262   0.262
   15 078     2     528     253       0       0       0       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.209   0.245   0.261   0.276   0.276   0.274   0.274   0.262   0.262
   15 079     3     527     252       0       0       0       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.192   0.243   0.261   0.276   0.276   0.274   0.274   0.262   0.262
   15 080     4     528     252       0       0       2       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.216   0.242   0.261   0.276   0.276   0.274   0.274   0.262   0.262
   15 081     5     527     252       0       0       2       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.201   0.241   0.261   0.276   0.276   0.274   0.274   0.262   0.262
   15 082     6     526     251       0       0       2       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.185   0.240   0.260   0.275   0.276   0.274   0.274   0.262   0.262
   15 083     7     525     250       0       0       2       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.170   0.239   0.260   0.275   0.276   0.274   0.274   0.262   0.262
   15 084     8     524     249       0       0       2       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.156   0.237   0.260   0.275   0.276   0.274   0.274   0.262   0.262
   15 085     9     524     248       0       0       2       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.148   0.237   0.260   0.275   0.276   0.274   0.274   0.262   0.262
   15 086    10     524     249       0       0       3       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.156   0.235   0.260   0.275   0.276   0.274   0.274   0.262   0.262
   15 087    11     523     248       0       0       3       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.144   0.234   0.259   0.275   0.275   0.274   0.274   0.262   0.262
   15 088    12     522     247       0       0       3       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.133   0.233   0.259   0.275   0.275   0.274   0.274   0.262   0.262
   15 089    13     529     253       0       0      10       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.243   0.241   0.259   0.275   0.275   0.274   0.274   0.262   0.262
   15 090    14     530     255       0       0      13       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.267   0.249   0.261   0.274   0.275   0.273   0.273   0.262   0.262
   15 091    15     531     255       0       0      16       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.277   0.255   0.263   0.276   0.274   0.272   0.273   0.261   0.261
   15 092    16     534     258       0       0      20       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.298   0.263   0.268   0.278   0.276   0.272   0.272   0.261   0.261
   15 093    17     529     254       0       1      20       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.253   0.250   0.262   0.276   0.274   0.273   0.273   0.261   0.261
   15 094    18     532     257       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.285   0.258   0.265   0.277   0.276   0.272   0.273   0.261   0.261
   15 095    19     530     254       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.252   0.249   0.262   0.276   0.275   0.273   0.273   0.261   0.262
   15 096    20     528     253       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.238   0.247   0.261   0.275   0.275   0.273   0.273   0.261   0.261
   15 097    21     525     250       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.225   0.242   0.258   0.273   0.274   0.272   0.272   0.260   0.261
   15 098    22     524     248       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.207   0.241   0.258   0.273   0.274   0.272   0.272   0.260   0.261
   15 099    23     523     247       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.189   0.239   0.257   0.273   0.273   0.272   0.272   0.260   0.261
   15 100    24     522     246       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.173   0.238   0.257   0.273   0.273   0.272   0.272   0.260   0.261
   15 101    25     521     245       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.158   0.236   0.257   0.273   0.273   0.272   0.272   0.260   0.261
   15 102    26     520     245       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.145   0.235   0.257   0.273   0.273   0.272   0.272   0.260   0.261
   15 103    27     519     244       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.134   0.233   0.256   0.273   0.273   0.272   0.272   0.260   0.261
   15 104    28     518     243       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.123   0.231   0.256   0.272   0.273   0.272   0.272   0.260   0.261
   15 105    29     518     242       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.114   0.228   0.256   0.272   0.273   0.272   0.272   0.260   0.261
   15 106    30     517     241       0       1      24       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.105   0.224   0.255   0.272   0.273   0.272   0.272   0.260   0.261
   15 107    31     539     263       0       1      48       0       0       0     200    0.00     0.0     0.0    0.22    0.00   0.313   0.297   0.276   0.281   0.278   0.271   0.271   0.260   0.260
   15 108    32     533     257       0       4      48       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.260   0.267   0.266   0.277   0.277   0.273   0.273   0.261   0.261
   15 109    33     528     253       0       5      48       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.232   0.251   0.261   0.274   0.275   0.272   0.273   0.261   0.261
   15 110    34     524     248       0       5      48       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.214   0.242   0.258   0.272   0.273   0.271   0.271   0.260   0.260
   15 111    35     522     247       0       5      48       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.192   0.240   0.258   0.272   0.273   0.271   0.271   0.260   0.260
   15 112    36     521     245       0       5      48       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.171   0.236   0.257   0.272   0.273   0.271   0.271   0.260   0.260
   15 113    37     519     244       0       5      48       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.152   0.231   0.256   0.272   0.273   0.271   0.271   0.260   0.260
   15 114    38     518     243       0       5      48       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.139   0.228   0.255   0.271   0.273   0.271   0.271   0.260   0.260
   15 115    39     517     242       0       5      49       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.144   0.222   0.254   0.271   0.273   0.271   0.271   0.260   0.260
   15 116    40     517     241       0       5      50       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.150   0.218   0.252   0.271   0.272   0.271   0.271   0.260   0.260
   15 117    41     520     245       0       5      55       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.225   0.216   0.251   0.271   0.272   0.271   0.271   0.260   0.260
   15 118    42     524     248       0       5      61       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.279   0.235   0.248   0.270   0.272   0.270   0.271   0.260   0.260
   15 119    43     521     245       0       5      61       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.244   0.241   0.246   0.268   0.271   0.269   0.270   0.259   0.260
   15 120    44     519     244       0       5      62       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.236   0.242   0.243   0.267   0.270   0.269   0.269   0.259   0.259
   15 121    45     545     269       3       5      92       0       0       0     200    0.00     0.0     0.0    2.97    0.00   0.309   0.317   0.301   0.291   0.280   0.272   0.269   0.258   0.259
   15 122    46     544     269       3       5      93       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.281   0.290   0.295   0.300   0.290   0.278   0.273   0.258   0.259
   15 123    47     554     278       3       5     104       0       0       0     200    0.00     0.0     0.0    0.08    0.00   0.311   0.310   0.299   0.307   0.298   0.284   0.279   0.260   0.259
   15 124    48     541     266       3      15     104       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.262   0.275   0.278   0.290   0.286   0.278   0.276   0.262   0.262
   15 125    49     542     266       3      15     107       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.271   0.266   0.276   0.290   0.288   0.280   0.278   0.263   0.261
   15 126    50     562     286       6      15     132       0       0       0     200    0.00     0.0     0.0    2.43    0.00   0.302   0.313   0.314   0.309   0.299   0.286   0.282   0.264   0.263
   15 127    51     544     269       6      30     132       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.257   0.275   0.285   0.291   0.286   0.279   0.277   0.263   0.263
   15 128    52     534     259       6      37     132       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.228   0.254   0.269   0.281   0.280   0.276   0.275   0.263   0.263
   15 129    53     534     259       6      37     136       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.254   0.249   0.263   0.279   0.280   0.276   0.276   0.263   0.262
   15 130    54     531     255       6      37     136       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.235   0.245   0.260   0.277   0.277   0.276   0.275   0.263   0.262
   15 131    55     527     252       6      37     136       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.218   0.237   0.255   0.273   0.275   0.275   0.275   0.263   0.262
   15 132    56     522     247       6      37     136       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.197   0.228   0.247   0.268   0.271   0.275   0.274   0.262   0.262
   15 133    57     522     246       6      37     142       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.254   0.233   0.237   0.260   0.265   0.274   0.274   0.262   0.261
   15 134    58     518     243       6      37     142       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.232   0.231   0.233   0.256   0.262   0.274   0.274   0.262   0.261
   15 135    59     517     241       6      37     142       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.220   0.228   0.231   0.254   0.260   0.274   0.274   0.262   0.261
   15 136    60     515     239       6      37     142       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.203   0.225   0.229   0.253   0.259   0.274   0.274   0.262   0.261
   15 137    61     512     236       6      37     143       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.200   0.217   0.225   0.248   0.255   0.273   0.274   0.262   0.261
   15 138    62     510     234       6      37     143       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.182   0.213   0.223   0.246   0.253   0.273   0.274   0.262   0.261
   15 139    63     520     245       6      37     159       0       0       0     200    0.00     0.0     0.0    0.02    0.00   0.305   0.265   0.236   0.239   0.245   0.271   0.273   0.262   0.261
   15 140    64     537     262       7      37     179       0       0       0     200    0.00     0.0     0.0    1.46    0.00   0.315   0.317   0.288   0.265   0.244   0.271   0.273   0.262   0.261
   15 141    65     538     262       7      37     180       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.288   0.292   0.290   0.284   0.252   0.271   0.273   0.262   0.261
   15 142    66     535     260       7      39     180       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.259   0.268   0.275   0.279   0.275   0.274   0.274   0.262   0.262
   15 143    67     536     261       7      39     183       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.275   0.263   0.272   0.282   0.277   0.276   0.274   0.262   0.262
   15 144    68     536     260       7      39     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.263   0.259   0.270   0.282   0.279   0.276   0.276   0.262   0.262
   15 145    69     533     257       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.246   0.251   0.265   0.278   0.276   0.276   0.276   0.262   0.262
   15 146    70     531     255       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.235   0.246   0.263   0.276   0.275   0.275   0.276   0.262   0.262
   15 147    71     530     254       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.232   0.244   0.261   0.275   0.274   0.275   0.276   0.262   0.262
   15 148    72     528     252       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.227   0.241   0.260   0.273   0.272   0.274   0.276   0.262   0.262
   15 149    73     525     249       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.217   0.236   0.256   0.269   0.268   0.273   0.276   0.262   0.262
   15 150    74     522     246       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.208   0.230   0.252   0.266   0.265   0.272   0.276   0.262   0.262
   15 151    75     521     245       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.204   0.228   0.251   0.265   0.264   0.271   0.276   0.262   0.262
   15 152    76     519     243       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.197   0.225   0.248   0.262   0.261   0.271   0.276   0.261   0.262
   15 153    77     516     240       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.188   0.220   0.245   0.259   0.258   0.269   0.275   0.261   0.262
   15 154    78     513     237       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.179   0.214   0.241   0.255   0.254   0.268   0.275   0.261   0.261
   15 155    79     507     232       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.165   0.205   0.234   0.248   0.247   0.265   0.275   0.261   0.261
   15 156    80     502     226       7      41     184       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.153   0.196   0.227   0.241   0.240   0.262   0.275   0.261   0.261
   15 157    81     499     223       7      41     187       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.201   0.186   0.219   0.233   0.233   0.258   0.274   0.261   0.261
   15 158    82     492     216       7      41     187       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.174   0.176   0.211   0.225   0.225   0.254   0.273   0.261   0.261
   15 159    83     503     228       7      41     203       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.308   0.249   0.211   0.220   0.220   0.250   0.273   0.261   0.261
   15 160    84     502     226       7      41     203       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.265   0.246   0.222   0.219   0.219   0.250   0.273   0.261   0.261
   15 161    85     502     226       7      41     203       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.249   0.246   0.225   0.219   0.218   0.249   0.273   0.261   0.261
   15 162    86     500     225       7      41     203       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.236   0.244   0.226   0.217   0.217   0.249   0.272   0.261   0.261
   15 163    87     497     222       7      41     203       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.223   0.238   0.223   0.215   0.215   0.247   0.272   0.261   0.261
   15 164    88     498     222       7      41     211       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.284   0.242   0.222   0.209   0.209   0.243   0.271   0.261   0.261
   15 165    89     512     236       8      41     231       0       0       0     200    0.00     0.0     0.0    1.10    0.00   0.299   0.311   0.268   0.216   0.205   0.240   0.270   0.260   0.261
   15 166    90     527     251      10      41     252       0       0       0     200    0.00     0.0     0.0    2.09    0.00   0.305   0.311   0.316   0.272   0.203   0.238   0.269   0.260   0.261
   15 167    91     526     251      10      41     252       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.268   0.277   0.288   0.275   0.259   0.238   0.269   0.260   0.261
   15 168    92     524     248      10      41     252       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.243   0.257   0.272   0.273   0.274   0.244   0.268   0.260   0.261
   15 169    93     532     256      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.311   0.282   0.277   0.281   0.276   0.245   0.268   0.260   0.261
   15 170    94     530     255      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.269   0.262   0.268   0.277   0.275   0.270   0.267   0.260   0.261
   15 171    95     529     253      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.248   0.252   0.264   0.276   0.275   0.273   0.272   0.260   0.261
   15 172    96     528     252      10      41     263       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.237   0.247   0.262   0.275   0.275   0.273   0.272   0.260   0.260
   15 173    97     536     260      10      41     273       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.315   0.273   0.270   0.278   0.277   0.272   0.272   0.260   0.260
   15 174    98     535     260      10      41     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.292   0.269   0.272   0.281   0.277   0.274   0.271   0.260   0.260
   15 175    99     532     256      10      42     275       0       0       0     200    0.00     0.0     0.0    0.00    0.00   0.257   0.254   0.265   0.276   0.276   0.273   0.273   0.262   0.262
