*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 27, 2025 22:35:44

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
   15 113    37    0.05    0.00    0.20    0.00    80.6   0.000   0.081   0.000   0.262     3.2     0.0    10.6     0.0    1471    0.00    1.47    0.00    5.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1359.      0.     14.     11.     12.     11.     13.     24.     27.     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 114    38    0.06    0.00    0.21    0.00    81.9   0.000   0.082   0.000   0.267     2.9     0.0     9.9     0.0    1333    0.00    1.33    0.00    5.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1226.      0.     13.     11.     12.     11.     12.     23.     26.     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 115    39    0.06    0.00    0.21    0.00    83.2   0.000   0.084   0.000   0.272     2.7     0.0     9.3     0.0    1248    0.00    1.25    0.00    5.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1142.      0.     12.     10.     12.     11.     12.     23.     26.     1.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 116    40    0.06    0.00    0.22    0.00    84.3   0.000   0.085   0.000   0.277     2.5     0.0     8.5     0.0    1160    0.00    1.16    0.00    4.68     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1055.      0.     12.     10.     11.     11.     12.     24.     26.     1.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 117    41    0.06    0.00    0.23    0.00    85.4   0.000   0.086   0.000   0.281     2.2     0.0     7.7     0.0    1082    0.00    1.08    0.00    4.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    973.      0.     11.     11.     12.     11.     12.     25.     27.     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 118    42    0.07    0.00    0.24    0.00    86.3   0.000   0.087   0.000   0.284     2.0     0.0     6.7     0.0     894    0.00    0.89    0.00    3.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    780.      1.     12.     11.     12.     12.     13.     26.     28.     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 119    43    0.07    0.00    0.24    0.00    86.9   0.000   0.087   0.000   0.285     1.0     0.0     3.3     0.0     619    0.00    0.62    0.00    0.60     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    500.      1.     12.     11.     12.     12.     13.     28.     29.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 120    44    0.07    0.00    0.25    0.00    87.5   0.000   0.088   0.000   0.286     1.6     0.0     5.0     0.0     634    0.00    0.63    0.00    1.57     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    517.      2.     12.     11.     12.     12.     13.     28.     29.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 121    45    0.07    0.00    0.25    0.00    88.0   0.000   0.088   0.000   0.288     1.6     0.0     4.9     0.0     498    0.00    0.50    0.00    1.59     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    380.      2.     12.     11.     12.     12.     13.     28.     29.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 122    46    0.07    0.00    0.25    0.00    88.3   0.000   0.089   0.000   0.288     0.5     0.0     1.6     0.0     252    0.00    0.25    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    152.      1.      7.      7.      9.     11.     12.     26.     28.     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 123    47    0.07    0.00    0.26    0.02    88.5   0.006   0.089   0.016   0.293     1.4     1.7     2.8    21.7     237    5.65    0.24   16.09    5.29    21.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    144.      2.      7.      6.      8.      8.     11.     25.     26.     5.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    16.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 124    48    0.07    0.00    0.26    0.05    88.7   0.010   0.089   0.035   0.296     1.1     2.4     1.8    23.7     185    4.26    0.18   19.39    2.31    23.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     92.      2.      7.      6.      8.      9.      9.     26.     27.     4.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    19.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 125    49    0.08    0.01    0.26    0.05    88.9   0.011   0.089   0.041   0.297     2.2     5.1     3.6     6.1     213    0.79    0.21    5.35    1.54     6.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    102.      3.      9.      9.     10.     11.     11.     29.     29.     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 126    50    0.08    0.01    0.26    0.11    89.1   0.022   0.089   0.088   0.312     1.9     5.0     3.1    59.1     193   11.40    0.19   47.67   14.64     7.2    15.9    16.9    11.5     7.5     0.0     0.0     0.0     0.0     67.      5.     11.     10.     12.     12.     13.     30.     33.     0.8     3.4     3.9     2.2     1.2     0.0     0.0     0.0     0.0     6.4    12.6    13.1     9.2     6.4     0.0     0.0     0.0     0.0     1.0     5.3     5.1     2.0     1.1     0.0     0.0     0.0     0.0
   15 127    51    0.08    0.02    0.27    0.27    89.3   0.051   0.090   0.216   0.328     1.2     3.6     1.8   157.0     156   29.03    0.16  127.94   15.83     5.6    37.6    62.9    29.9    15.7     5.3     0.0     0.0     0.0     32.      4.      8.      9.     12.     13.     14.     33.     32.     0.3     5.6    13.8     6.1     2.6     0.6     0.0     0.0     0.0     5.3    32.1    49.0    23.8    13.1     4.7     0.0     0.0     0.0     0.2     2.8     7.1     3.4     1.8     0.5     0.0     0.0     0.0
   15 128    52    0.08    0.02    0.27    0.32    89.4   0.060   0.090   0.265   0.337     2.3     7.2     3.3    57.3     156    9.03    0.16   48.24    8.96     0.5    11.2    22.3    12.3     7.3     2.5     1.2     0.0     0.0     11.      6.     10.     11.     14.     16.     16.     37.     35.     0.0     1.2     4.0     2.3     1.2     0.3     0.1     0.0     0.0     0.5    10.0    18.3    10.0     6.1     2.2     1.1     0.0     0.0     0.0     1.4     3.9     2.0     1.2     0.3     0.1     0.0     0.0
   15 129    53    0.08    0.03    0.27    0.34    89.6   0.062   0.090   0.277   0.340     3.0    10.0     4.1    14.8     163    2.08    0.16   12.73    3.11     0.0     1.6     5.3     3.8     2.8     0.9     0.4     0.0     0.0      2.      7.     11.     13.     16.     18.     18.     40.     38.     0.0     0.1     0.7     0.6     0.5     0.1     0.1     0.0     0.0     0.0     1.5     4.5     3.1     2.4     0.8     0.4     0.0     0.0     0.0     0.3     1.2     0.7     0.6     0.1     0.1     0.0     0.0
   15 130    54    0.09    0.04    0.28    0.35    89.8   0.063   0.090   0.284   0.341     2.4     8.5     3.2     7.8     160    1.01    0.16    6.82    1.42     0.0     0.2     0.6     1.9     2.5     1.2     0.6     0.6     0.0      1.      6.      9.     12.     15.     18.     18.     41.     39.     0.0     0.0     0.1     0.3     0.4     0.2     0.1     0.1     0.0     0.0     0.2     0.5     1.6     2.2     1.1     0.6     0.6     0.0     0.0     0.1     0.2     0.4     0.5     0.2     0.1     0.1     0.0
   15 131    55    0.09    0.05    0.28    0.35    89.9   0.064   0.090   0.286   0.342     3.1    11.1     3.8     2.4     155    0.27    0.15    2.13    0.47     0.0     0.0     0.0     0.0     0.5     0.9     0.4     0.5     0.0      0.      6.      8.     12.     14.     18.     18.     40.     39.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.5     0.8     0.4     0.4     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0
   15 132    56    0.09    0.07    0.28    0.35    90.1   0.064   0.090   0.287   0.342     3.1    11.2     3.6     1.3     166    0.13    0.17    1.14    0.33     0.0     0.0     0.0     0.0     0.0     0.7     0.3     0.3     0.0      1.      6.      7.     11.     16.     19.     19.     43.     45.     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.2     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0
   15 133    57    0.10    0.08    0.29    0.35    90.3   0.064   0.091   0.288   0.342     3.1    11.3     3.4     0.7     177    0.07    0.18    0.60    0.29     0.0     0.0     0.0     0.0     0.0     0.4     0.1     0.2     0.0      2.      7.      8.     10.     15.     21.     21.     46.     47.     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0
   15 134    58    0.10    0.09    0.29    0.35    90.4   0.064   0.091   0.288   0.343     2.5     9.1     2.6     0.2     188    0.03    0.19    0.21    0.25     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0      1.      7.      9.     10.     13.     23.     26.     49.     49.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 135    59    0.10    0.10    0.29    0.35    90.6   0.064   0.091   0.288   0.343     3.1    11.4     3.2     0.0     203    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      8.     10.     10.     12.     28.     27.     57.     50.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 136    60    0.10    0.11    0.30    0.35    90.8   0.064   0.091   0.288   0.343     3.0    11.1     3.0     0.0     200    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      8.     10.     10.     11.     27.     27.     57.     50.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 137    61    0.11    0.12    0.30    0.35    91.0   0.064   0.091   0.288   0.343     2.9    10.8     2.9     0.0     199    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      8.     10.     10.     10.     26.     27.     57.     51.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 138    62    0.11    0.13    0.30    0.35    91.2   0.064   0.092   0.288   0.343     2.8    10.4     2.7     0.0     191    0.00    0.19    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      8.     10.      9.      9.     24.     26.     54.     49.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 139    63    0.11    0.14    0.30    0.35    91.4   0.064   0.092   0.288   0.344     2.7    10.1     2.6     0.0     185    0.00    0.19    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      8.      9.      9.      8.     22.     25.     53.     48.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 140    64    0.11    0.14    0.31    0.35    91.6   0.064   0.092   0.288   0.344     1.0     3.9     1.0     0.0     177    0.00    0.18    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      5.      8.      9.      8.     21.     25.     53.     47.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 141    65    0.11    0.15    0.31    0.35    91.8   0.064   0.092   0.288   0.344     0.9     3.2     0.8     0.0     166    0.00    0.17    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      4.      5.      7.      8.     19.     24.     51.     46.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 142    66    0.12    0.15    0.31    0.35    91.9   0.064   0.092   0.288   0.344     1.3     4.8     1.2     0.0     158    0.00    0.16    0.00    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      6.      5.      5.      7.     17.     23.     49.     45.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 143    67    0.12    0.16    0.31    0.35    92.1   0.064   0.092   0.288   0.344     1.9     7.2     1.8     0.0     144    0.00    0.14    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      5.      4.      4.      5.     16.     22.     46.     43.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 144    68    0.12    0.16    0.31    0.35    92.2   0.064   0.093   0.288   0.344     1.6     5.8     1.5     0.0     129    0.00    0.13    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      3.      3.      3.      3.     11.     20.     44.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 145    69    0.12    0.17    0.31    0.35    92.3   0.064   0.093   0.288   0.345     1.8     6.7     1.7     0.0     117    0.00    0.12    0.00    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      2.      3.      3.     10.     16.     42.     39.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 146    70    0.12    0.18    0.31    0.35    92.4   0.064   0.093   0.288   0.345     2.2     8.0     2.0     0.0     120    0.00    0.12    0.00    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      2.      3.      3.     11.     18.     44.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 147    71    0.13    0.19    0.32    0.35    92.6   0.064   0.093   0.288   0.345     2.3     8.5     2.1     0.0     124    0.00    0.12    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      2.      3.      3.     11.     18.     44.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 148    72    0.13    0.20    0.32    0.35    92.7   0.064   0.093   0.288   0.345     2.1     7.9     2.0     0.0     124    0.00    0.12    0.02    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      2.      3.      3.     11.     18.     44.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 149    73    0.13    0.20    0.32    0.35    92.8   0.064   0.093   0.289   0.345     2.0     7.3     1.8     0.6     127    0.06    0.13    0.51    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.0      0.      2.      2.      3.      3.     12.     19.     44.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0
   15 150    74    0.13    0.21    0.32    0.35    92.9   0.064   0.093   0.289   0.345     1.8     6.8     1.7     0.6     134    0.06    0.13    0.50    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.0      0.      3.      3.      4.      4.     13.     20.     46.     42.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0
   15 151    75    0.13    0.22    0.32    0.35    93.1   0.064   0.093   0.290   0.346     1.7     6.3     1.6     0.5     138    0.05    0.14    0.48    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0      1.      3.      3.      4.      4.     12.     21.     47.     42.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0
   15 152    76    0.14    0.22    0.32    0.35    93.2   0.064   0.094   0.290   0.346     1.6     5.8     1.4     0.5     147    0.05    0.15    0.46    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0      1.      4.      3.      5.      5.     13.     22.     50.     44.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0
   15 153    77    0.14    0.23    0.33    0.35   101.7   0.064   0.102   0.291   0.382     3.1     5.4     8.1     0.5    8523    0.05    8.52    0.46   35.87     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0   8353.      6.      5.      6.      6.     15.     26.     56.     49.     8.4     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0    35.6     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0
   15 154    78    0.14    0.23    0.35    0.36   109.7   0.064   0.110   0.291   0.415     4.1     5.0    13.1     0.5    7944    0.05    7.94    0.44   33.71     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0   7740.     11.      8.     10.      9.     19.     29.     63.     55.     7.7     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0    33.4     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1
   15 155    79    0.15    0.24    0.36    0.36   116.2   0.064   0.117   0.292   0.443     4.7     4.6    16.1     0.4    6472    0.04    6.47    0.39   27.72     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0   6238.     15.     11.     13.     12.     22.     32.     69.     59.     6.2     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0    27.4     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1
   15 156    80    0.15    0.24    0.38    0.36   121.2   0.064   0.122   0.292   0.465     4.9     4.3    17.5     0.3    4998    0.03    5.00    0.31   21.89     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0   4738.     18.     13.     15.     14.     24.     35.     76.     65.     4.7     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0    21.5     0.1     0.0     0.0     0.0     0.0     0.1     0.1     0.1
   15 157    81    0.16    0.25    0.40    0.36   125.2   0.064   0.126   0.292   0.483     4.9     4.0    17.9     0.2    4000    0.02    4.00    0.18   17.87     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0   3703.     23.     16.     18.     17.     28.     39.     85.     71.     3.7     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0    17.5     0.1     0.0     0.0     0.0     0.0     0.1     0.1     0.1
   15 158    82    0.16    0.25    0.41    0.36   127.8   0.064   0.128   0.292   0.493     4.4     3.5    15.8     0.0    2633    0.00    2.63    0.00   10.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2281.     31.     24.     24.     23.     33.     49.     91.     76.     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.7     0.1     0.1     0.0     0.0     0.0     0.1     0.1     0.1
   15 159    83    0.17    0.25    0.43    0.36   129.4   0.064   0.130   0.292   0.499     4.0     3.3    14.2     0.0    1611    0.00    1.61    0.00    6.04     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1239.     34.     27.     26.     25.     35.     49.     95.     80.     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.5     0.1     0.1     0.0     0.0     0.0     0.1     0.1     0.1
   15 160    84    0.17    0.25    0.43    0.36   130.1   0.064   0.130   0.292   0.500     1.3     1.2     4.4     0.0     733    0.00    0.73    0.00    0.67     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    374.     23.     28.     27.     26.     36.     46.     93.     79.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 161    85    0.17    0.26    0.44    0.36   130.8   0.064   0.131   0.292   0.501     2.3     2.2     7.6     0.0     613    0.00    0.61    0.00    0.84     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    269.     25.     27.     26.     25.     35.     43.     88.     76.     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 162    86    0.17    0.26    0.45    0.36   131.2   0.064   0.132   0.292   0.501     2.5     2.5     8.1     0.0     417    0.00    0.42    0.00    0.66     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    103.     18.     24.     24.     22.     33.     39.     83.     71.     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 163    87    0.17    0.26    0.46    0.36   131.5   0.064   0.132   0.292   0.502     2.5     2.7     8.0     0.0     281    0.00    0.28    0.00    0.34     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      5.     19.     21.     20.     30.     35.     79.     69.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 164    88    0.18    0.26    0.46    0.36   131.7   0.064   0.132   0.292   0.502     2.1     2.5     6.6     0.0     269    0.00    0.27    0.00    0.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      4.     17.     20.     19.     28.     33.     79.     68.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
