*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 27, 2025 22:35:44

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
   15 135    59    0.05    0.03    0.14    0.14    54.7   0.014   0.055   0.130   0.169     0.8     4.3     1.1     0.0     201    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      8.     10.     11.     12.     28.     27.     56.     50.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 136    60    0.05    0.03    0.15    0.14    54.9   0.014   0.055   0.130   0.169     0.8     4.3     1.0     0.0     199    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      8.     10.     10.     11.     27.     27.     56.     50.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 137    61    0.05    0.04    0.15    0.14    55.1   0.014   0.055   0.130   0.170     0.8     4.4     1.0     0.0     199    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      8.     10.     10.     10.     26.     27.     56.     51.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 138    62    0.05    0.04    0.15    0.14    55.3   0.014   0.056   0.130   0.170     0.8     4.4     1.0     0.0     191    0.00    0.19    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      8.     10.     10.     10.     24.     26.     54.     49.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 139    63    0.05    0.05    0.15    0.14    55.4   0.014   0.056   0.130   0.170     0.8     4.4     1.0     0.0     187    0.00    0.19    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      3.      8.     10.     10.      9.     22.     25.     53.     48.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 140    64    0.05    0.05    0.15    0.14    55.6   0.014   0.056   0.130   0.170     0.3     1.6     0.3     0.0     179    0.00    0.18    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      5.      8.      9.      9.     21.     25.     52.     47.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 141    65    0.05    0.05    0.15    0.14    55.8   0.014   0.056   0.130   0.170     0.3     1.4     0.3     0.0     168    0.00    0.17    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      4.      5.      8.      8.     20.     24.     50.     46.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 142    66    0.05    0.05    0.15    0.14    56.0   0.014   0.056   0.130   0.171     0.4     2.2     0.5     0.0     159    0.00    0.16    0.00    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      6.      5.      5.      8.     18.     23.     49.     45.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 143    67    0.05    0.05    0.15    0.14    56.1   0.014   0.056   0.130   0.171     0.6     3.3     0.7     0.0     147    0.00    0.15    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      5.      4.      4.      6.     16.     22.     46.     43.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 144    68    0.05    0.06    0.15    0.14    56.2   0.014   0.057   0.130   0.171     0.5     2.7     0.6     0.0     131    0.00    0.13    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      3.      3.      4.      4.     12.     20.     43.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 145    69    0.05    0.06    0.15    0.14    56.3   0.014   0.057   0.130   0.171     0.6     3.2     0.7     0.0     116    0.00    0.12    0.00    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      3.      3.      3.     11.     16.     38.     39.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 146    70    0.05    0.06    0.15    0.14    56.5   0.014   0.057   0.130   0.171     0.8     3.9     0.8     0.0     120    0.00    0.12    0.01    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      2.      3.      3.     12.     18.     40.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 147    71    0.05    0.07    0.15    0.14    56.6   0.014   0.057   0.130   0.171     0.9     4.3     0.9     0.0     123    0.00    0.12    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      3.      3.      4.     12.     18.     41.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 148    72    0.05    0.07    0.15    0.15    56.7   0.015   0.057   0.131   0.171     0.8     4.1     0.9     0.3     123    0.01    0.12    0.25    0.14     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0      0.      2.      3.      3.      4.     12.     19.     41.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 149    73    0.06    0.08    0.16    0.15    56.8   0.015   0.057   0.131   0.172     0.8     3.9     0.8     0.5     130    0.04    0.13    0.44    0.17     0.0     0.0     0.0     0.0     0.0     0.2     0.3     0.0     0.0      0.      2.      3.      4.      4.     12.     19.     46.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 150    74    0.06    0.08    0.16    0.15    57.0   0.015   0.057   0.131   0.172     0.8     3.7     0.8     0.3     137    0.03    0.14    0.28    0.17     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0      0.      3.      3.      4.      4.     12.     20.     48.     42.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 151    75    0.06    0.08    0.16    0.15    57.1   0.015   0.057   0.131   0.172     0.7     3.5     0.8     0.2     143    0.02    0.14    0.19    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0      0.      3.      4.      5.      5.     15.     21.     49.     42.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 152    76    0.06    0.09    0.16    0.15    57.3   0.015   0.058   0.132   0.172     0.7     3.3     0.7     0.2     152    0.02    0.15    0.15    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0      1.      4.      4.      5.      5.     15.     22.     51.     44.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 153    77    0.06    0.09    0.16    0.15    62.0   0.015   0.062   0.132   0.191     1.5     3.1     4.3     0.1    4688    0.01    4.69    0.10   19.31     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0   4505.      8.      7.      8.      8.     19.     26.     58.     49.     4.5     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0    19.1     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 154    78    0.06    0.09    0.17    0.15    65.8   0.015   0.066   0.132   0.207     2.0     2.9     6.5     0.0    3817    0.00    3.82    0.04   15.63     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3601.     13.     11.     11.     11.     22.     29.     64.     55.     3.6     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    15.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 155    79    0.06    0.10    0.18    0.15    68.6   0.015   0.069   0.132   0.218     2.2     2.7     7.5     0.0    2816    0.00    2.82    0.00   11.38     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2565.     17.     14.     14.     13.     25.     38.     70.     60.     2.6     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    11.1     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 156    80    0.07    0.10    0.18    0.15    70.7   0.015   0.071   0.132   0.227     2.3     2.6     7.8     0.0    2074    0.00    2.07    0.00    8.48     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1802.     18.     14.     16.     15.     27.     41.     77.     65.     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     8.1     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 157    81    0.07    0.10    0.19    0.15    72.4   0.015   0.073   0.132   0.234     2.2     2.5     7.9     0.0    1717    0.00    1.72    0.00    7.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1410.     23.     17.     18.     17.     31.     44.     86.     71.     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.8     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 158    82    0.07    0.10    0.20    0.15    73.4   0.015   0.074   0.132   0.237     1.9     2.2     6.7     0.0    1004    0.00    1.00    0.00    3.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    659.     29.     23.     23.     22.     34.     46.     91.     76.     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 159    83    0.07    0.10    0.20    0.15    74.1   0.015   0.074   0.132   0.240     1.7     2.1     5.9     0.0     725    0.00    0.72    0.00    2.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    359.     32.     25.     25.     24.     36.     47.     96.     80.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 160    84    0.07    0.11    0.21    0.15    74.5   0.015   0.075   0.132   0.240     0.5     0.7     1.8     0.0     403    0.00    0.40    0.00    0.43     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     70.      9.     24.     25.     23.     35.     44.     94.     79.     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 161    85    0.07    0.11    0.21    0.15    74.8   0.015   0.075   0.132   0.240     1.0     1.4     3.1     0.0     307    0.00    0.31    0.00    0.36     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      7.     20.     23.     22.     32.     40.     89.     76.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 162    86    0.07    0.11    0.21    0.15    75.1   0.015   0.075   0.132   0.241     1.1     1.7     3.4     0.0     281    0.00    0.28    0.00    0.32     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      5.     16.     20.     19.     29.     36.     83.     72.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 163    87    0.08    0.11    0.22    0.15    75.4   0.015   0.076   0.132   0.241     1.1     1.8     3.4     0.0     266    0.00    0.27    0.00    0.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      5.     15.     19.     18.     27.     33.     80.     69.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 164    88    0.08    0.11    0.22    0.15    75.6   0.015   0.076   0.132   0.241     1.0     1.7     2.9     0.0     262    0.00    0.26    0.00    0.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      6.     14.     18.     18.     26.     32.     79.     69.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 165    89    0.08    0.11    0.22    0.15    75.9   0.015   0.076   0.132   0.242     0.5     0.8     1.3     0.0     270    0.00    0.27    0.00    0.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      5.     14.     19.     19.     27.     32.     82.     71.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 166    90    0.08    0.11    0.22    0.15    76.2   0.015   0.077   0.132   0.242     0.4     0.6     1.0     0.0     292    0.00    0.29    0.00    0.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      9.     10.     21.     21.     30.     34.     89.     76.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 167    91    0.08    0.11    0.22    0.15    76.5   0.015   0.077   0.132   0.242     0.3     0.6     0.8     0.0     291    0.00    0.29    0.00    0.28     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      3.     13.     10.     12.     21.     31.     34.     90.     77.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 168    92    0.08    0.11    0.22    0.15    76.8   0.015   0.077   0.132   0.242     0.5     1.0     1.3     0.0     277    0.00    0.28    0.00    0.28     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     14.     12.     11.     13.     30.     32.     88.     76.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 169    93    0.08    0.12    0.22    0.15    77.0   0.015   0.077   0.132   0.243     0.6     1.2     1.6     0.0     252    0.00    0.25    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      9.     10.     11.     11.     27.     29.     83.     72.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 170    94    0.08    0.12    0.23    0.15    77.2   0.015   0.078   0.132   0.243     0.2     0.4     0.5     0.0     228    0.00    0.23    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      8.      7.      8.      7.     23.     26.     78.     68.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 171    95    0.08    0.12    0.23    0.15    77.4   0.015   0.078   0.132   0.243     0.4     0.8     1.0     0.0     203    0.00    0.20    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      6.      5.      6.      7.     20.     23.     71.     63.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 172    96    0.08    0.12    0.23    0.15    77.6   0.015   0.078   0.132   0.243     0.5     1.0     1.1     0.0     189    0.00    0.19    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      4.      4.      6.      6.     18.     21.     69.     61.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 173    97    0.08    0.12    0.23    0.15    77.8   0.015   0.078   0.132   0.244     0.6     1.1     1.1     0.0     179    0.00    0.18    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      4.      6.      6.     16.     20.     66.     59.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 174    98    0.08    0.12    0.23    0.15    78.0   0.015   0.078   0.132   0.244     0.2     0.4     0.3     0.0     177    0.00    0.18    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      4.      3.      5.      5.     16.     19.     66.     59.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 175    99    0.08    0.12    0.23    0.15    78.2   0.015   0.079   0.132   0.244     0.2     0.5     0.5     0.0     172    0.00    0.17    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      4.      4.      5.      4.     13.     18.     65.     58.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 176   100    0.08    0.12    0.23    0.15    78.3   0.015   0.079   0.132   0.244     0.4     0.8     0.7     0.0     173    0.00    0.17    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      3.      3.      5.      5.     15.     18.     66.     58.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 177   101    0.08    0.12    0.23    0.15    78.5   0.015   0.079   0.132   0.244     0.5     0.9     0.8     0.0     176    0.00    0.18    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      3.      4.      6.      6.     15.     18.     67.     59.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 178   102    0.08    0.12    0.23    0.15    78.7   0.015   0.079   0.132   0.244     0.4     0.9     0.7     0.0     185    0.00    0.18    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      4.      4.      7.      6.     16.     19.     69.     61.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 179   103    0.08    0.12    0.23    0.15    78.9   0.015   0.079   0.132   0.245     0.4     0.8     0.7     0.0     196    0.00    0.20    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      6.      5.      8.      7.     17.     19.     71.     62.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 180   104    0.08    0.12    0.23    0.15    79.1   0.015   0.079   0.132   0.245     0.4     0.7     0.6     0.0     215    0.00    0.22    0.00    0.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.      8.      7.      9.      9.     18.     21.     75.     65.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 181   105    0.08    0.13    0.23    0.15    79.4   0.015   0.080   0.132   0.245     0.4     0.7     0.6     0.0     240    0.00    0.24    0.00    0.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      7.     10.      8.     11.     11.     20.     22.     80.     69.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 182   106    0.08    0.13    0.23    0.15    79.6   0.015   0.080   0.132   0.246     0.4     0.6     0.5     0.0     277    0.00    0.28    0.00    0.37     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     11.     15.     11.     14.     13.     23.     25.     88.     75.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 183   107    0.08    0.13    0.23    0.15    79.9   0.015   0.080   0.132   0.246     0.3     0.6     0.5     0.0     312    0.00    0.31    0.00    0.44     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     13.     21.     15.     18.     17.     27.     28.     94.     80.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 184   108    0.09    0.13    0.24    0.15    86.1   0.015   0.086   0.132   0.278     1.5     0.5     7.1     0.0    6116    0.00    6.12    0.00   31.96     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   5783.     26.     20.     22.     20.     30.     31.    100.     85.     5.8     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    31.5     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 185   109    0.09    0.13    0.25    0.15    91.1   0.015   0.091   0.132   0.305     2.3     0.5    11.3     0.0    5061    0.00    5.06    0.00   26.72     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   4689.     32.     24.     26.     24.     34.     34.    107.     90.     4.7     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    26.2     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 186   110    0.09    0.13    0.27    0.15    95.4   0.015   0.096   0.132   0.327     2.7     0.4    13.8     0.0    4247    0.00    4.25    0.00   22.46     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3833.     38.     29.     30.     28.     39.     38.    115.     96.     3.8     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    21.9     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
